entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
26265452,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,125000.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,,,,,,,,,,,,,,
26265452,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,1689323.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,,,,,,,,,,,,,,
26265452,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,161201.0,,,,,,,,,,,,,,,,,,,,,
26265452,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,161201.0,-27213.0,27213.0,0.0,235100.0,207887.0,-27213.0,46686.0,,,,,,,,,,,,,,
26265452,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,161201.0,,,,,,,,,,,,,,,,,,,,,
26265452,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,1975524.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,1993524.0,852273.0,125000.0,1993524.0,0.0,1993524.0,18000.0,1138212.0,18000.0,1850524.0,1138212.0,18000.0,3039.0,3039.0
26265452,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,125000.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,,,,,,,,,,,,,,
26265452,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,1850524.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,,,,,,,,,,,,,,
26265452,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,125000.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,,,,,,,,,,,,,,
26265452,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2Q1L2Q1LzYwLzI3MmYtNDcwNS1hYmY5LTljODhmNDJmZDdjZQ.pdf,http://regnskaber.virk.dk/25456262/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1L2NjLzI0L2IwZmUtNDViZC05MGFlLTNiMDhlM2ZkYmVhZQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Fredensborg,3480.0,2.0,Kronprinsessevej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-13,2019-03-13,2019-03-13,statsautoriseret revisor,info@dk.gt.com,1850524.0,34209936.0,26265452.0,34209936.0,mne32071,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsanpartsselskabet Ãsterbrogade 84.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Ingemann Johansen,Kjeld Villestrup Pedersen,Kjeld Villestrup Pedersen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ejendomsanpartsselskabet Ãsterbrogade 84,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Fredensborg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-03-13,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:26824998,indberetninger-20180424,2.5124266,26265452.0,AWl7g_DuRYGX6_YTF3as,2019-03-14T09:24:17.355Z,2019-03-14T09:23:57.636Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-36-ZR,2019-03-14T09:23:57.775Z,,,,,,,,,,,,,,,,,,,,,,
