entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
30827066,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,-48184.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,248184.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,18548.0,209849.0,107882.0,2815.0,1354.0,297722.0,191301.0,49538.0,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,-200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,7945041.0,134734.0,125000.0,299100.0,7787105.0,3599075.0,7945041.0,157936.0,4046866.0,4046866.0,7645941.0,0.0,121598.0,3599075.0,200000.0,7462105.0,0.0,157936.0,0.0,164366.0,150847.0,13519.0,25538.0,10800.0,
30827066,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,485645.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,18548.0,230849.0,361888.0,53152.0,5000.0,526037.0,212301.0,40392.0,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Dixen
30827066,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,-200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzdiLzJmLzRlL2I4OTItNGFjZi05OThhLTk2MWE3MGUyYjdiYQ.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA3Lzk1L2Y1LzA0L2E5YjgtNDA4Ni05MmE2LTNiNmI2OTUwNzUxNA.xml,false,"Haderslev, 6100","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-08,2017-06-08,2007-09-12,2017-06-08,10841976.0,30827066.0,10841976.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Per Kristensen,OL Revision,Jedix ApS,"OL Revision, Godkendt Revisionsaktieselskab",Haderslev,2015-01-01,2015-12-31,-285645.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2016-12-31,2016-01-01,false,2017-06-08,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24172693,indberetninger-20180424,2.5124211,30827066.0,,2018-03-29T07:55:10.433Z,2017-06-12T07:45:17.180Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-50-QK,2017-06-12T07:45:17.464Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
