entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
30827066,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,45750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,245750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,18548.0,216155.0,61138.0,416.0,44819.0,303148.0,197607.0,57398.0,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,8268716.0,49043.0,125000.0,476845.0,0.0,8118500.0,3561979.0,8268716.0,150216.0,4229892.0,4229892.0,7791871.0,326955.0,121598.0,3561979.0,200000.0,7793500.0,326955.0,150216.0,420.0,100847.0,100847.0,17398.0,10800.0,
30827066,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,182917.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,18548.0,257636.0,16590.0,46900.0,17168.0,225946.0,239088.0,43029.0,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,74917.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30827066,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzRkLzQzLzY0L2Y3NGItNDk2NS04OTA5LWIxMDQ3ODM0YTBlOA.pdf,http://regnskaber.virk.dk/66072803/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzA4LzcwL2Q1L2Q1MDUtNDM3OC1iMTRiLWNmNzUzZWU4YWQ0Mw.xml,true,"6100, Haderslev","Storegade 88, 1.",Til den daglige ledelse i Jedix ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-21,2019-05-21,2007-09-12,2019-05-22,39701863.0,30827066.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Jedix ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Mikkel Kristensen,OL Revision Haderslev,Jedix ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"510, Haderslev",2018-12-31,2018-01-01,false,2019-05-21,Haderslev,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27385322,indberetninger-20180424,2.5124266,30827066.0,AWsdsk4GRYGX6_YTIXmv,2019-06-03T14:16:11.441Z,2019-06-03T14:15:52.495Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-31-BL,2019-06-03T14:15:52.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Dixen
