entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLeaseCommitments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
25470125,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,54.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,1873481.0,21679220.0,25977479.0,662373.0,5885.0,3500.0,1116689.0,498239.0,655101.0,1308089.0,156862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,-498239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2016-12-31,2016-12-31,ID_10,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,,,,,22791275.0,592463.0,500000.0,8672208.0,207000.0,6896031.0,13840318.0,275000.0,241249.0,22791275.0,14299409.0,2348928.0,37500.0,242745.0,2591673.0,14119067.0,37500.0,2166731.0,0.0,14081567.0,1595835.0,1595835.0,275000.0,6396031.0,198416.0,11707736.0,6997249.0,7804745.0,385407.0,2345340.0,7212338.0,,,
25470125,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,1815824.0,18847349.0,21949880.0,495527.0,0.0,4500.0,0.0,616446.0,795680.0,1286707.0,179234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,45.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,-616446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25470125,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2FkLzZlLzAxL2JjOTktNDRhOC1iMjliLWM3YjhmYTEyYmY5Yg.pdf,http://regnskaber.virk.dk/52107452/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2M2LzM4LzA0L2E0MzctNDAyYi1hNTYwLTRiM2JhOTE5ZDM0Yw.xml,false,"Klippinge, 4672",RÃ¥mosevej 11A,Til kapitalejerne i Jan Nielsen A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-14,2018-05-14,2000-06-27,2018-05-21,jan@jan-nielsen-as.dk,jan-nielsen-as.dk,15735376.0,25470125.0,15735376.0,mne10769,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Jan Nielsen A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Pedersen,Jan Nielsen,"bp-revision, registrerede revisorer","Spar Nord, KÃ¸ge",Jan Nielsen A/S,"bp-revision, registrerede revisorer, godkendt revisionsfirma",HÃ¥rlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-14,Klippinge,56578267.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25502080,indberetninger-20180424,2.5095992000000003,25470125.0,AWOG28lDx8uVRSOdgs-u,2018-05-22T07:59:55.330Z,2018-05-22T07:58:57.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-13-ZZ,2018-05-22T07:58:58.044Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
