entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31059356,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,33240.0,90873.0,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",56289.0,SkÃ¥rup,2017-01-01,2017-12-31,1098.0,1344.0,57633.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,246.0,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,1098.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,1426577.0,1043.0,125000.0,1043.0,106824.0,1425534.0,1426577.0,1290170.0,37807.0,1164585.0,715477.0,411301.0,1425534.0,16611.0,1425534.0,29583.0,29583.0,-18176.0,125585.0,104834.0,4140.0,0.0,0.0,0.0,
31059356,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,33626.0,87929.0,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",49009.0,SkÃ¥rup,2017-01-01,2017-12-31,4077.0,5294.0,54303.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,1217.0,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,Christina Annemette MÃ¸ller Milling
31059356,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2018-01-01,2018-12-31,ID_8,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,4077.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,,,,,,,,,,,,,,,,,,,,,,,,,
31059356,2018-12-31,2018-12-31,ID_5,,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzkzLzAyLzQwL2Y4MTMtNDZlNi04OWVmLTFlODc5MDM1Yjc0Yg.pdf,http://regnskaber.virk.dk/65395013/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzcwLzVmLzlhLzBhMzctNDI0MC04OWJjLWQ4ZGVlNTI3Y2JiZg.xml,true,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i CS Investering ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-21,2019-02-21,2019-02-21,,,35486178.0,31059356.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CS Investering ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Christina Annemette MÃ¸ller Milling,RevisionsFirmaet Edelbo,CS Investering ApS,"RevisionsFirmaet Edelbo , Statsautoriseret Revisionspartnerselskab",,SkÃ¥rup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-21,Svendborg,,RevisionspÃ¥tegning,urn:ofk:oid:26775691,indberetninger-20180424,2.5124211,31059356.0,AWlN4oAVRYGX6_YTFk3B,2019-03-05T12:45:40.973Z,2019-03-05T12:44:42.602Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-06-CD,2019-03-05T12:44:42.947Z,1416547.0,281.0,125000.0,5317.0,110901.0,1411230.0,1416547.0,1253885.0,0.0,1175886.0,677957.0,497929.0,1411230.0,16695.0,1411230.0,51761.0,51761.0,-14099.0,77999.0,51630.0,4140.0,5036.0,5534.0,5036.0,
