entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment
25850009,2017-04-01,2017-04-01,c704,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,151000.0,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850009,2017-04-01,2017-04-01,c725,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,14722710.0,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850009,2017-04-01,2018-03-31,c120,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,304634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850009,2017-04-01,2018-03-31,c3,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,304634.0,2.0,486434.0,2983555.0,3993724.0,12615.0,3038063.0,55677.0,107960.0,271384.0,182769.0,304634.0,252351.0,7031787.0,4544.0,2783627.0,,,,,,,,,,,,,,,,,,,,,,
25850009,2017-04-01,2018-03-31,c726,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,304634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850009,2018-03-31,2018-03-31,c4,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,15178344.0,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,15916518.0,691478.0,151000.0,15189427.0,154411.0,36000.0,657823.0,33268.0,15916518.0,738174.0,36000.0,727091.0,738174.0,120793.0,691091.0,15027344.0,738174.0,14497949.0,13661880.0,560865.0,,
25850009,2018-03-31,2018-03-31,c706,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,151000.0,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850009,2018-03-31,2018-03-31,c727,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,15027344.0,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850009,2018-04-01,2018-04-01,c142,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33268.0,
25850009,2018-04-01,2018-04-01,c157,,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRhLzBmL2FhLzA1MGQtNGM2Yi1hYTAxLTc3YWNmNzc0NWI2ZA.pdf,http://regnskaber.virk.dk/90005852/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzgyLzFkLzhiLzA0N2MtNGU5Ny1hYjA3LWVkNWU3OWJiNGY3NQ.xml,Danmark,KÃ¸benhavn Ã,DK-2100,28.0,DampfÃ¦rgevej,Copenhagen,1112.0,Firm,PilestrÃ¦de,2100 KÃ¸benhavn Ã,Stockholmsgade 45,anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"I consider the accounting policies used appropriate, and in my opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 March 2019 and of the company's results of its activities in the financial year 1 April 2018 to 31 March 2019.",2019-07-22,2019-07-22,2019-07-22,160196.0,Statsautoriseret revisor,,25578198.0,25850009.0,34209936.0,mne42778,The executive board has today presented the annual report of Sprintlink Denmark ApS for the financial year 1 April 2018 to 31 March 2019.,Ãrsrapport,Jesper Bo Pedersen,Lars Lokdam,Stefan Kurt Schnopp,"KPMG, Statsautoriseret Revisionspartnerselskab",Sprintlink Denmark ApS,Grant Thornton,Copenhagen,2017-04-01,2018-03-31,0.0,The annual report is recommended for approval by the general meeting.,2019-03-31,2018-04-01,2019-07-22,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:27697028,indberetninger-20180424,2.5122786,25850009.0,AWwfH6YbIXJRhhXBMOkY,2019-07-23T13:58:36.406Z,2019-07-23T13:57:42.994Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-BZ-98-HZ,2019-07-23T13:57:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39765360.0,39107537.0
