entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermPayables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
46307615,2015-07-01,2016-04-30,c5,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,-8069.0,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,29.0,12749.0,0.0,Esbjerg,2015-07-01,2016-04-30,4651.0,4651.0,-8069.0,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",0.0,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,,,,,,,,,,
46307615,2015-07-01,2016-04-30,c7,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,4651.0,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,,,,,,,,,,
46307615,2016-04-30,2016-04-30,c9,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,206813.0,200000.0,206813.0,206813.0,206813.0,0.0,6351.0,6813.0,0.0,206813.0,200462.0,0.0,
46307615,2016-05-01,2016-05-01,c10,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,200000.0,,,,,,,,,
46307615,2016-05-01,2016-05-01,c11,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,6813.0,,,,,,,,,
46307615,2016-05-01,2016-05-01,c12,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,206813.0,,,,,,,,,
46307615,2016-05-01,2017-04-30,c0,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,-7267.0,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,-33.0,12140.0,0.0,Esbjerg,2015-07-01,2016-04-30,4906.0,4906.0,-7267.0,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",0.0,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,,,,,,,,,,
46307615,2016-05-01,2017-04-30,c1,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,,,,,,,,,,
46307615,2016-05-01,2017-04-30,c13,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,0.0,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,,,,,,,,,,
46307615,2016-05-01,2017-04-30,c14,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzdhL2FjLzBkLzA2ODgtNDU2Zi1iMjJmLTcyNzFlMjM4NjI4YQ.xhtml,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzE3LzhhL2FmL2NmZGQtNDZiNi04ZWVkLTVhOTcwMTRlMTkxYg.pdf,http://regnskaber.virk.dk/51670364/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzdkLzdhLzZmLzkyMGYtNGM0ZS05N2RjLTVkNGRiN2YwOThhNw.xml,true,Esbjerg,6700.0,10.0,Dokken,6700 Esbjerg,Dokken 10,Regnskabsklasse B,2017-10-03,2017-10-03,post@pedersengruppen.dk,,46307615.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Pedersen,Bjarne Pedersen,Resolute Co. ApS,Preben JÃ¸rgensen,,,0.0,Esbjerg,2015-07-01,2016-04-30,4906.0,,,2017-04-30,2016-05-01,false,false,"Vi anser betingelserne for at undlade revision af Ã¥rsregnskabet for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for opfyldt. Det indstilles derfor til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,76140111.0,false,false,Ingen bistand,urn:ofk:oid:24557530,indberetninger-20180424,2.5955422,46307615,,2018-03-27T10:22:47.751Z,2017-10-03T11:15:33.609Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-LJ,2017-10-03T11:15:33.857Z,,,,,,,,,,,,,
