entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
18478935,2013-07-01,2014-06-30,ID_0,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_1,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_10,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_2,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,Pernille NystrÃ¸m
18478935,2013-07-01,2014-06-30,ID_3,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_4,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_5,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_6,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_7,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
18478935,2013-07-01,2014-06-30,ID_8,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8vcGRmcy8xODQ3ODkzNTtBcFMyMjE0NzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/53987481/Y3ZyLmRrOi8veGJybHMvWC0zQjAyRkQ5Qy0yMDE0MTIxNV8xMDE2MDBfNTkz.xml,"2900, Hellerup",Gersonsvej 67,Til den daglige ledelse i FUN PRODUCTS ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2013 - 30-06-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",1995-03-17,2014-11-18,0.0,18478935.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2013 - 30-06-2014 for FUN PRODUCTS ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Pernille NystrÃ¸m,FUN PRODUCTS ApS,PC-Revision Gentofte,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-06-30,2013-07-01,2014-11-18,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12312481,indberetninger-20180424,2.5097342,18478935.0,,2018-04-01T05:04:23.607Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-276.827,2014-12-15T23:00:00.000Z,
