entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,GrossResult,NameAndSurnameOfMemberOfExecutiveBoard
29292426,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,90000.0,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,,,,,,,,,,,,,,,,,,
29292426,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,45000.0,,,,,,,,,,,,,,,,,
29292426,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,45000.0,45000.0,0.0,45000.0,45000.0,,,,,,,,,,,,,
29292426,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,45000.0,,,,,,,,,,,,,,,,,
29292426,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,135000.0,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,,,,,,152000.0,133000.0,152000.0,152000.0,17000.0,17000.0,0.0,135000.0,17000.0,19000.0,19000.0,,
29292426,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,135000.0,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,,,,,,,,,,,,,,,,,,
29292426,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,135341.0,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,,,,,,,,,,,,,,,,,,
29292426,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,37388.0,37422.0,34.0,37388.0,37422.0,,,,,,,,,,,,,
29292426,2016-01-01,2016-12-31,c122,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,37388.0,,,,,,,,,,,,,,,,,
29292426,2016-01-01,2016-12-31,c200,,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2FiLzAyLzI2LzcyNzQtNGYzOC04MGNlLWEyMzI3MmFmOTZmOQ.pdf,http://regnskaber.virk.dk/62429292/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzhlL2NkLzE5LzYzOGMtNDgyMS1iYTgxLTQzZjljMzk5OTJhMA.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Aalborg,9000.0,1.0,Maren Turis Gade,"9000, Aalborg","Hasseris Bymidte, 6",interessenterne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af virksomhedens aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af virksomhedens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Ledelsen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-03-16,2017-03-16,2005-07-01,2017-03-23,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,,29442789.0,29292426.0,29442789.0,Ledelsen har dags dato aflagt Ã¥rsrapporten for 2016 for VHT I/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johnny V. Jensen,Jan MÃ¸ller Nielsen,"Redmark, Statsautoriseret Revisionspartnerselskab",Jyske Bank,VHT I/S,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,2017-03-16,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23635601,indberetninger-20180424,2.509602,29292426.0,,2018-03-28T03:06:20.182Z,2017-03-23T12:01:42.886Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-97-LX,2017-03-23T12:01:43.142Z,37388.0,,,,,,,,,,,,,,,,,
