entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherShorttermInvestments,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermInvestments,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
25293525,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,229507.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",62499.0,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,323879.0,0.0,Horsens,2014-10-01,2015-09-30,-99221.0,-167008.0,-167008.0,0.0,0.0,2016-09-30,2015-10-01,386378.0,false,false,0.0,-67787.0,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,
25293525,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,-99221.0,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,
25293525,2015-09-30,2015-09-30,c9,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,8224047.0,500000.0,20000.0,20000.0,61940.0,1312586.0,8193247.0,8224047.0,6911461.0,10800.0,61940.0,8204047.0,10800.0,19324.0,8193247.0,-1455072.0,2267658.0,6849521.0,6830197.0,20000.0,
25293525,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,202507.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",181415.0,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,276643.0,0.0,Horsens,2014-10-01,2015-09-30,-16398.0,-21092.0,-21092.0,0.0,0.0,2016-09-30,2015-10-01,458058.0,false,false,0.0,-4694.0,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,
25293525,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,
25293525,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,Evan Herrig
25293525,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,Annette KÃ¸hler
25293525,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,Steffen KÃ¸hler
25293525,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,-16398.0,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,,,,,,,,,,,,,,,,,,,,,
25293525,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzA3L2M2L2UwLzhiZjctNGMxYi1hMDRlLTkzYTFlNGI1MzUxNg.xhtml,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2JmL2E0LzFiLzE0OWMtNDFlZC1hM2Q0LTIyZGJjZGM3OTJjZQ.pdf,http://regnskaber.virk.dk/52539252/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzUyLzNiLzMxLzY0YmItNDUzNS05MWM3LWVlN2E3ZTBkNDJlMA.xml,true,Danmark,DK,Horsens,8700.0,18-20,SÃ¸ndergade,Juelsminde,7130.0,12.0,RousthÃ¸js Alle,7130 Juelsminde,RousthÃ¸js Alle 12,Regnskabsklasse B,2017-02-18,2017-02-18,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,25293525.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen KÃ¸hler,Steffen KÃ¸hler,Sydbank A/S,STEFFEN KÃHLER EJENDOMME A/S,Hanne KÃ¸hler,,0.0,Horsens,2014-10-01,2015-09-30,,,,0.0,0.0,2016-09-30,2015-10-01,,false,false,0.0,,75690324.0,false,false,Ingen bistand,urn:ofk:oid:23495763,indberetninger-20180424,2.5924764,25293525.0,,2018-03-27T16:27:41.545Z,2017-02-18T13:52:42.593Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-78-YE,2017-02-18T13:52:42.752Z,8044040.0,500000.0,20000.0,20000.0,90065.0,1296188.0,7990740.0,8044040.0,6747852.0,33300.0,90065.0,8024040.0,33300.0,22715.0,7990740.0,-1471470.0,2267658.0,6657787.0,6635072.0,20000.0,
