entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncomeAndExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,WagesAndSalaries,ValueAdjustmentsOfEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
28863578,2014-01-01,2014-01-01,c470,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,1000000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-01-01,2014-01-01,c482,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,2876000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-01-01,2014-01-01,c494,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,17490000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,-1168000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,-1168000.0,8.0,465000.0,1824000.0,1200000.0,2000.0,279000.0,200000.0,212000.0,-1168000.0,-1089000.0,71000.0,1539000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-01-01,2014-12-31,c495,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,-1168000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,20198000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,30739000.0,2831000.0,1000000.0,5385000.0,0.0,592000.0,137000.0,24762000.0,30739000.0,10541000.0,9732000.0,4928000.0,25354000.0,4804000.0,2136000.0,554000.0,248000.0,25354000.0,137000.0,16322000.0,2876000.0,2136000.0,809000.0,255000.0,281000.0,8000.0,25000.0,,,,,
28863578,2014-12-31,2014-12-31,c472,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,1000000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-12-31,2014-12-31,c484,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,2876000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28863578,2014-12-31,2014-12-31,c496,,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZkLzEzLzg3L2Y4OWUtNDUxYi04NTNjLTljNWIxOGZlNDIzMQ.pdf,http://regnskaber.virk.dk/87536882/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2U5LzcxL2IxL2M2NzgtNDkwZi1hMTFiLTdlMzljYTc0M2EzMw.xml,Hedehusene,2640.0,9.0,Teglevej,"4000, Roskilde","Himmelev Bygade, 70",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-13,2016-05-13,2016-05-21,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,Andre driftsindtÃ¦gter og driftsomkostninger indeholder regnskabsposter af sekundÃ¦r karakter i forhold til virksomhedens hovedaktiviteter.,16322000.0,28863578.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2015 for Gartneriet Nordgaarden A/S.,Ãrsrapport,0.0,255000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kasper Bacher Kristiansen,Jeppe Bacher Kristiansen,Nordea Bank,Gartneriet Nordgaarden A/S,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Hedehusene,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hedehusene,2015-12-31,2015-01-01,2016-05-13,Roskilde,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22456761,indberetninger-20180424,2.5097342,28863578.0,,2018-03-29T04:29:42.599Z,2016-05-26T14:25:53.569Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-88-XM,2016-05-26T14:25:53.685Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
