entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContributedCapital,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid
33861451,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",60000.0,-18840.0,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,18840.0,10333.0,177540.0,NÃ¦stved,2016-01-01,2016-12-31,68602.0,88367.0,-78840.0,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,19765.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,,,,,,,,,,,,
33861451,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,103400.0,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,,,,,,,,,,,,
33861451,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,-34798.0,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,,,,,,,,,,,,
33861451,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,5053832.0,241076.0,80000.0,5053832.0,4806695.0,5053832.0,247137.0,4792521.0,247137.0,103400.0,4623295.0,4792521.0,247137.0,20235.0,20235.0,
33861451,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,4623295.0,,,,,,,,,,,
33861451,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,103400.0,,,,,,,,,,,
33861451,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,4806695.0,,,,,,,,,,,
33861451,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,80000.0,,,,,,,,,,,
33861451,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",60000.0,-38691.0,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,38691.0,11665.0,346223.0,NÃ¦stved,2016-01-01,2016-12-31,183991.0,235867.0,-98691.0,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,51876.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,,,,,,,,,,,,103400.0
33861451,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzU1LzAwLzAwL2I1YzItNGE0MC05NDllLTFhNjY1NGIxMzk2OA.xhtml,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzAzLzg4LzQwL2U4ZGEtNDc2Yy04MTcyLWZiYWRiNjgxMzA0NQ.pdf,http://regnskaber.virk.dk/15416833/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzc0LzNlLzA5LzZjMjktNDhlYi1hZmVkLWIyMzY1ZmRiMmY1ZQ.xml,true,NÃ¦stved,4700.0,27.0,SpurvevÃ¦nget,2770.0,FuglebÃ¦kvej 4A,Regnskabsklasse B,2018-02-06,2018-02-13,"<p xmlns=""http://www.w3.org/1999/xhtml"">Anpartskapitalen bestÃ¥r af 800 anpater Ã¡ 100 kr. Anparterne er ikke opdelt i klasser.</p>","<p style=""text-align: justify;"" xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i investering i vÃ¦rdipapirer.</p>",,,33861451.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Lytgens Mikkelsen,Torben Lytgens Mikkelsen,LYTGENS HOLDING ApS,Jimmy LindstrÃ¸m,,,,NÃ¦stved,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Direktionen anser betingelserne for at undlade revision for opfyldt for det kommende regnskabsÃ¥r.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25053790,indberetninger-20180424,2.5927862999999998,33861451.0,,2018-04-03T20:34:39.027Z,2018-02-13T13:45:06.629Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-03-AS,2018-02-13T13:45:06.859Z,,,,,,,,,,,,,,,,
