entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,Equity,LiabilitiesAndEquity,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm
24231801,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,0.0,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,,,
24231801,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,7.0,,,,,,
24231801,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,0.0,0.0,0.0,,,
24231801,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,0.0,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,,,
24231801,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,26632315.0,"Allan SÃ¸berg, HD(R)",
24231801,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,26632315.0,RenÃ© JÃ¼rgensen,
24231801,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,,,Intension
24231801,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,,,
24231801,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,,,,,,,Intension
24231801,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1LzhlLzdiLzM5L2E5MDAtNDY1NS05NWE3LWE2NmM0ZGEzMDg1YQ.pdf,http://regnskaber.virk.dk/10813242/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzVkLzIxL2Q2LzE4OGItNGFhOC04MjA2LWNiZGQ0MzU4YmRmNw.xml,false,"Aabenraa, 6200",NÃ¦stmark 25,Til den daglige ledelse i Amfitech ApS,Regnskabsklasse B,2018-04-06,2018-04-06,1999-08-01,2018-04-18,amfitech@amfitech.dk,75 67 60 81,www.amfitech.dk,24231801.0,26632315.0,mne10833,Ãrsrapport,JÃ¸rn Eskildsen,JÃ¸rn Eskildsen,Den Jyske Sparekasse,Compass Advokatfirma,Amfitech ApS,"Intension, Statsautoriseret Revisionsaktieselskab",TÃ¸rring,2016-01-01,2016-12-31,,"0, TÃ¸rring",2017-12-31,2017-01-01,false,2018-04-06,Aabenraa,75 67 60 88,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25326318,indberetninger-20180424,2.5097342,24231801.0,AWLY7Vzax8uVRSOdfzpR,2018-04-18T13:24:57.143Z,2018-04-18T13:24:15.715Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-27-KH,2018-04-18T13:24:15.936Z,8.0,,,,,,
