entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31301599,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,231891.0,660922.0,439043.0,-636296.0,-646308.0,-646308.0,429031.0,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,646308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2016-12-31,2016-12-31,ID_10,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,,,,8493864.0,0.0,125000.0,45250.0,-3394684.0,8448614.0,8493864.0,11888548.0,2707944.0,10830005.0,6779373.0,1342688.0,8448614.0,436812.0,39000.0,8448614.0,-3519684.0,223731.0,1058543.0,398000.0,45250.0,6250.0,,,
31301599,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,231891.0,820601.0,424160.0,0.0,164550.0,164550.0,588710.0,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,-164550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301599,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzUwLzk3LzFhLzM1ODMtNDM1YS1iM2U4LTU4MjFmNDkwNGVlMA.pdf,http://regnskaber.virk.dk/99510313/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzkwL2UyL2ZlLzczMmItNDRiOC04N2JiLWIyYzNiMzEzOWMxMQ.xml,true,"Herning, 7400",Ãstergade 12,Til kapitalejerne i Ejendomsselskabet Edvard Jensen ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-26,2018-04-26,2008-03-12,2018-05-31,mj@edvard-jensen.dk,31626536.0,31301599.0,31626536.0,mne16922,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Ejendomsselskabet Edvard Jensen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming MÃ¸rup,Thomas Otte Jensen,ANKER HÃST,Sydbank,Ejendomsselskabet Edvard Jensen ApS,"ANKER HÃST, registreret revisionsaktieselskab",Herning,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Herning, 657",2017-12-31,2017-01-01,false,2018-04-26,Herning,97 12 27 22,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25674047,indberetninger-20180424,2.5124366,31301599.0,AWO7xsBg0wkEsASktTQb,2018-06-01T14:36:00.834Z,2018-06-01T14:35:51.922Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-69-BG,2018-06-01T14:35:52.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
