entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,RetainedEarnings,ShorttermReceivables
10026024,2013-01-01,2013-12-31,c2,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,0.0,313.0,11218.0,18485.0,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,7267.0,516.0,Ll Lyngby,2013-01-01,2013-12-31,8402.0,11218.0,18485.0,2014-12-31,2014-01-01,18798.0,Ja,2816.0,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2013-01-01,2013-12-31,c4,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,8402.0,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,155848.0,8583.0,125000.0,155848.0,147265.0,155848.0,155848.0,30848.0,147265.0
10026024,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,0.0,2225.0,-1709.0,-2225.0,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,0.0,516.0,Ll Lyngby,2013-01-01,2013-12-31,-1780.0,-1709.0,-2225.0,2014-12-31,2014-01-01,0.0,Ja,71.0,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,-1780.0,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,,,,,,,,,
10026024,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzcwLzczL2Y2LzVhYmUtNDM1Mi04MDkxLTk1Y2E0NTM2Y2QxNA.xhtml,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzQyLzcyLzViL2M0MTctNDliZS1iZDM1LTYyNTY5NTc2YmY3YQ.pdf,http://regnskaber.virk.dk/42062001/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzJhLzBjL2QwL2Y3ODgtNDUxNS1hODQ0LTc1YjA4ODY5YzFmZQ.xml,Danmark,DK,Helsinge,3200.0,4.0,Rundinsvej,SkÃ¦vinge,3320.0,5.0,PrÃ¦stehÃ¸jvej,3320 SkÃ¦vinge,PrÃ¦stehÃ¸jvej 5,Regnskabsklasse B,2015-05-31,2015-05-31,gl.agerskov@gmail.com,,,,,10026024.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tom Knudsen,Tom Knudsen,Handelsbanken,TOM KNUDSEN ApS,Tom Knudsen,,516.0,Ll Lyngby,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Ja,,50509090.0,Ingen bistand,urn:ofk:oid:5465266,indberetninger-20180424,2.5949414,10026024.0,,2018-03-30T14:44:19.065Z,2015-06-08T06:03:23.611Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-75-DQ,2015-06-08T06:03:23.678Z,154068.0,6874.0,125000.0,154068.0,147194.0,154068.0,154068.0,29068.0,147194.0
