entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CurrentTaxExpense,GrossProfitLoss,InterestIncomeFromGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,PaidContributedCapital,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfCurrentTaxReceivablesAndLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfQualificationsOfAuditedFinancialStatements,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,StatementOfChangesInEquity,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
33965435,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,-3849.0,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2016-10-01,2017-09-30,c92,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,-3849.0,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,-1085.0,-6370.0,1435.0,1417.0,2853.0,1418.0,-4934.0,-1085.0,-1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2017-09-30,2017-09-30,c163,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,86666.0,4516.0,10767.0,86666.0,80666.0,86666.0,6000.0,13.0,10767.0,69899.0,6000.0,82150.0,81052.0,1085.0,6000.0,,,,,,,,,,,,,,,,,,,,
33965435,2017-10-01,2017-10-01,c0,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,10767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2017-10-01,2017-10-01,c20,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,69899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2017-10-01,2018-09-30,c105,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,-3274.0,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2017-10-01,2018-09-30,c21,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,-3274.0,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2017-10-01,2018-09-30,c65,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,-3274.0,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,-924.0,-5674.0,1422.0,2.0,1478.0,56.0,-4198.0,-924.0,-924.0,,,,,,,,,,,,,,,,Til kapitalejeren i COS Services ApS,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Ãrsregnskabet giver efter min opfattelse et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for 2017/18.",Aktuelle skatteforpligtelser og tilgodehavende aktuel skat indregnes i balancen som beregnet skat af Ã¥rets skattepligtige indkomst reguleret for skat af tidligere Ã¥rs skattepligtige indkomster samt for betalte acontoskatter. TillÃ¦g og godtgÃ¸relse under acontoskatteordningen indregnes i resultatopgÃ¸relsen under finansielle poster.,Andre eksterne omkostninger indeholder og omkostninger til lokaler samt kontorhold mv.,"Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret.",Bruttoresultatet opgÃ¸res med henvisning til Ã¥rsregnskabslovens Â§ 32 som et sammendrag af andre eksterne omkostninger.,"GÃ¦ldsforpligtelser mÃ¥les til amortiseret kostpris, der i al vÃ¦sentlighed svarer til nominel vÃ¦rdi.","Vi har udfÃ¸rt vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gÃ¦ldende i Danmark. Vores ansvar ifÃ¸lge disse standarder og krav er nÃ¦rmere beskrevet i revisionspÃ¥tegningens afsnit âRevisors ansvar for revisionen af regnskabetâ. Vi er uafhÃ¦ngige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBAâs Etiske regler) og de yderligere krav, der er gÃ¦ldende i Danmark, ligesom vi har opfyldt vores Ã¸vrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnÃ¥ede revisionsbevis er tilstrÃ¦kkeligt og egnet som grundlag for vores konklusion.",Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for COS Services ApS.,"Vi har revideret Ã¥rsregnskabet for COS Services ApS for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018, der omfatter resultatopgÃ¸relse, balance, egenkapitalopgÃ¸relse og noter, herunder anvendt regnskabspraksis (âregnskabetâ).","Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 i overensstemmelse med Ã¥rsregnskabsloven.",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-01-23,"Selskabskapitalen bestÃ¥r af 80.000 aktier Ã¥ nominelt EUR 0,13. Ingen aktier er tillagt sÃ¦rlige rettigheder.",,,,
33965435,2017-10-01,2018-09-30,c81,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33965435,2017-10-01,2018-09-30,c90,,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2M3Lzc2LzhmLzNmZjAtNGFiMy1hOTYzLTJiYzUzYzM0NGI1YQ.pdf,http://regnskaber.virk.dk/53456933/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2VlLzkzLzNmL2ViY2UtNDNkMi1hMTQ0LTRjMjk1MmExODQ2Yw.xml,Danmark,Hellerup,2900.0,44.0,Strandvejen,Aalborg,9000.0,21.0,VingÃ¥rdsgade,Hellerup,2900.0,18.0,Tuborg Havnevej,Gentofte,DK-2820,164.0,JÃ¦rgersborg AllÃ©,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-01-23,2019-01-23,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",33771231.0,33965435.0,33771231.0,Ãrsrapport,Allan ArdensÃ¸,Allan ArdensÃ¸,Sydbank,RÃ¸nne & Lundgren,COS Services ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,Gentofte,2016-10-01,2017-09-30,,Gentofte,2018-09-30,2017-10-01,1.0,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:26632322,indberetninger-20180424,2.5124316,33965435.0,AWipxvcfet7j816D36_G,2019-02-01T15:57:13.047Z,2019-02-01T15:56:54.770Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AH-85-UA,2019-02-01T15:56:54.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statsautoriseret revisor,mne44112,Kristian HÃ¸jgaard Carlsen,
