entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DevelopmentProjectsInProgress,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
32880231,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,539116.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,539116.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,89620.0,2088846.0,2951688.0,82787.0,0.0,690435.0,773222.0,151319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,3225418.0,0.0,53294.0,50000.0,1271299.0,217138.0,21810.0,246646.0,1539135.0,0.0,246646.0,284561.0,170516.0,3225418.0,1686283.0,1500000.0,1500000.0,468000.0,395325.0,72675.0,1954119.0,441328.0,1496.0,36957.0,207473.0,0.0,284561.0,192384.0,1296751.0,403036.0,1218283.0,52000.0,0.0,986738.0,0.0,321919.0,693000.0,
32880231,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,498611.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,93286.0,2316323.0,3089363.0,40223.0,2.0,639533.0,679754.0,140922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,400000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,98611.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880231,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzdkLzJmL2I1LzcxOTUtNGM0Yy1iYTEyLWZmMTJhOWYyMTJkOA.pdf,http://regnskaber.virk.dk/13208823/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzEyLzE3LzU5L2E3ZmQtNDQ0Zi05ZTRmLTA4MjRkYWUwYTk1Yw.xml,true,"Haderslev, 6100","Storegade 88, 1.",Til kapitalejerne i Green Steel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-04,2019-02-04,2010-03-30,2019-02-14,39701863.0,32880231.0,39701863.0,mne33209,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Green Steel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kristensen,Kim Skjold Friberg,OL Revision Haderslev,Sydbank,Green Steel ApS,"OL Revision Haderslev, Statsautoriseret Revisionsanpartsselskab",Haderslev,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Haderslev, 510",2018-12-31,2018-01-01,false,2019-02-04,Haderslev,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26708166,indberetninger-20180424,2.5118406,32880231.0,AWkKZMciet7j816D4LYK,2019-02-20T10:13:31.128Z,2019-02-20T10:12:50.191Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AM-01-KF,2019-02-20T10:12:50.365Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
