entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,Equity,LiabilitiesAndEquity,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
29399786,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,,
29399786,2015-12-31,2015-12-31,ID_8,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,0.0,0.0,0.0,,,
29399786,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,Frode Kirk Kristensen,,
29399786,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,,
29399786,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,Herluf Wigh Thomsen,Bestyrelsesmedlem
29399786,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,Karin Wigh Thomsen,Bestyrelsesformand
29399786,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,Frode Kirk Kristensen,Bestyrelsesmedlem/DirektÃ¸r
29399786,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,,
29399786,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,,,,,,
29399786,2016-12-31,2016-12-31,ID_7,,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzYxLzM3L2ZkL2UzNzgtNDhiMS1hYmY0LWIwZmMwZjdkNzI5Yw.pdf,http://regnskaber.virk.dk/68799392/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2RlL2VjL2RjLzQ2YjktNGU3OC1iNmM3LTU3MTc2MWU1Y2JiMQ.xml,true,"Aalborg SV, 9200",Hobrovej 372,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-20,2017-06-20,2006-02-22,2017-06-20,info@thistedautocamper.dk,www.thistedautocamper.dk,29399786.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Thisted Auto Camper A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frode Kirk Kristensen,Sparekassen Thy,Thisted Auto Camper A/S,Bjarne Bilenberg,Thisted,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"787, Thisted",2016-12-31,2016-01-01,false,40635722.0,Bestyrelsesmedlem/DirektÃ¸r,Ingen bistand,urn:ofk:oid:24272312,indberetninger-20180424,2.5097342,29399786.0,,2018-03-29T16:54:37.223Z,2017-06-21T21:25:05.025Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-73-AS,2017-06-21T21:25:05.292Z,0.0,0.0,0.0,,,
