entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
32070639,2014-10-01,2014-10-01,c251,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,404000.0,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2014-10-01,c720,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2014-10-01,c741,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,193000.0,,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2014-10-01,c744,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,100000.0,,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2015-09-30,c109,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,101000.0,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2015-09-30,c123,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,-104000.0,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2015-09-30,c3,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,-3000.0,-5000.0,5000.0,0.0,2000.0,-3000.0,-5000.0,,,,,,,,,,,,,,,,
32070639,2014-10-01,2015-09-30,c742,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,0.0,,,,,,,,,,,,,,,,,,,,,,
32070639,2014-10-01,2015-09-30,c745,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,,,,,,,,101000.0,100000.0,,,,,,,,,,,,,,
32070639,2015-09-30,2015-09-30,c253,,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzNhL2YzLzc2L2EzYmUtNDU3Zi04NjRjLWQ5ODdhNTBkNDg4YQ.pdf,http://regnskaber.virk.dk/93607023/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzdiLzBhL2Y1LzNhNDMtNDhmZS1hZmU3LTc2OTJmMGIyODJkZA.xml,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Jyllinge,4040.0,34.0,KlÃ¸vervej,"4000, Roskilde","Himmelev Bygade, 70",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-14,2016-12-14,2009-03-01,2017-01-03,statsautoriseret revisor,33780524.0,32070639.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for Lars Dyrholm Bundgaard Holding ApS.,Ãrsrapport,404000.0,Dan Rasmus Petersen,Lars Dyrholm Bundgaard,Lars Dyrholm Bundgaard,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Lars Dyrholm Bundgaard Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Jyllinge,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jyllinge,A/S,Logistikcenteret A/S,HillerÃ¸d,2016-09-30,2015-10-01,50.0,2016-12-14,Roskilde,20 22 29 47,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23373207,indberetninger-20180424,2.511654,32070639.0,,2018-03-27T10:46:07.210Z,2017-01-09T09:08:49.254Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-47-HP,2017-01-09T09:08:49.420Z,,,,,,,,,,,404000.0,,,,,,,,,,,,,
