entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CostOfSales,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisposalsOfInvestments,EmployeeBenefitsExpense,ExternalExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
11662471,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,-98081.0,13.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",252443.0,0.0,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,6273124.0,979214.0,5726621.0,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,193657.0,135161.0,233820.0,KÃ¸benhavn,140948.0,2016-01-01,2016-12-31,-349763.0,-447844.0,-546503.0,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,6958278.0,false,2018-04-20,KÃ¸benhavn,31722.0,-98081.0,5906797.0,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11662471,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,-349763.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11662471,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,5632996.0,641609.0,300000.0,98081.0,36540.0,3977518.0,5632996.0,1655478.0,3332130.0,3332130.0,3332130.0,472790.0,558.0,3677518.0,981378.0,1655478.0,0.0,1659257.0,2306.0,0.0,74502.0,201310.0,1447270.0,,,,,,,
11662471,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,
11662471,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,3677518.0,,,,,,,,,,,,,,,,,,,,,,,,
11662471,2017-01-01,2017-01-01,c570,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,-134552.0,3466682.0,,,,,
11662471,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,98081.0,38.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2187286.0,728222.0,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,24059123.0,6161777.0,26593978.0,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,255659.0,45662.0,1256760.0,KÃ¸benhavn,2456941.0,2016-01-01,2016-12-31,2919650.0,3745953.0,2534855.0,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,34943041.0,false,2018-04-20,KÃ¸benhavn,217985.0,826303.0,21128538.0,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,
11662471,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,2919650.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11662471,2017-01-01,2017-12-31,c227,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,35850000.0,,
11662471,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2Y5Lzg3L2E3L2MwN2YtNDAwOS1iNDQzLTAwMGNmZTdiYmI2YQ.pdf,http://regnskaber.virk.dk/17426611/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2ViLzFiL2I2LzI4YjItNDg0OS1iMTFmLWRjZjEwY2VhMDEyMA.xml,true,43285967.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,1300 KÃ¸benhavn K,Borgergade 12,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Fonden Studieskolen Business,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-20,1982-08-01,2018-04-25,Statsautoriseret revisor,Ingen.,10070817.0,,,,20222670.0,11662471.0,20222670.0,mne33685,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Fonden Studieskolen Business.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,Lars Stenius StÃ¦hr,Lars Skov,Nordea,Fonden Studieskolen Business,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,2919650.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,966898.0,,false,2018-04-20,KÃ¸benhavn,,,,urn:ofk:oid:25381794,indberetninger-20180424,2.5124211,11662471.0,AWMXE_SIx8uVRSOdgHX3,2018-04-30T15:03:06.755Z,2018-04-30T15:02:49.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-17-XH,2018-04-30T15:02:49.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
