entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
35380108,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",0.0,35380108.0,1015695532.0,75110.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,74961.0,74961.0,0.0,2015-12-31,2015-01-01,149.0,false,false,2016-05-26,Hedensted,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,99800.0,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,-24839.0,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,1752645.0,0.0,80000.0,130000.0,1636096.0,1752645.0,116549.0,1622645.0,1622645.0,1622645.0,99800.0,1556096.0,116549.0,8886.0,130000.0,100000.0,7863.0,30000.0,,
35380108,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",0.0,35380108.0,1015695532.0,-980576.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,-981168.0,-981168.0,0.0,2015-12-31,2015-01-01,592.0,false,false,2016-05-26,Hedensted,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,48569528.0,Revisionsselskabet v/ Anders Christian Mogensen
35380108,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,-981168.0,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,,,,,,,,,,,,,,,,,,,,
35380108,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzRlLzllLzEwLzk3ODMtNDZjMS05YWY0LWQyNGZhY2Y2ODM1NQ.xhtml,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzlkLzNmL2FkLzU5LzBiMWEtNDkzMS1hYWUxLTY5OTA1NmMwNDIxOQ.pdf,http://regnskaber.virk.dk/80108353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2EwLzQ5LzVkLzhhMDgtNDFiNS04NzUyLWZiNmYwOThjY2RkNA.xml,true,Danmark,DK,Hedensted,8722.0,14.0,Vesterbrogade,Hedensted,8722.0,7.0,TorupvÃ¦nget,8722 Hedensted,Vesterbrogade 14,Til den daglige ledelse i LMJ â Hedensted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-26,2016-05-26,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er at vÃ¦re holdingselskab samt varetage formueforvaltning og anden investeringsvirksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke foretaget pantsÃ¦tninger.</p>",,35380108.0,1015695532.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Chr. Mogensen,Anders Chr. Mogensen,Lars Michael Jensen,LMJ - HEDENSTED HOLDING ApS,Henriette Ahrenfeldt,Hedensted,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,2016-05-26,Hedensted,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22517978,indberetninger-20180424,2.5949414,35380108.0,,2018-03-29T10:47:17.783Z,2016-05-31T13:56:28.309Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-60-GQ,2016-05-31T13:56:28.448Z,663414.0,5345.0,80000.0,21345.0,654928.0,663414.0,8486.0,642069.0,642069.0,642069.0,0.0,574928.0,8486.0,8486.0,16000.0,0.0,0.0,16000.0,,
