entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,LongtermReceivablesFromGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
35387943,2013-01-01,2014-04-30,c3,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,198000.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",992935.0,1334974.0,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",11076.0,22564.0,SorÃ¸,2013-01-01,2014-04-30,117052.0,155527.0,144039.0,2015-04-30,2014-05-01,2015-09-21,Slagelse,38475.0,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2013-01-01,2014-04-30,c5,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,0.0,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2013-01-01,2014-04-30,c7,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,117052.0,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2014-04-30,2014-04-30,c9,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,1361582.0,65867.0,80000.0,503825.0,198214.0,166667.0,315333.0,315333.0,388895.0,1361582.0,1163368.0,375757.0,0.0,0.0,375757.0,388895.0,857757.0,179593.0,48648.0,166667.0,117052.0,1162.0,1163368.0,531588.0,49063.0,46252.0,405935.0,415.0,
35387943,2014-05-01,2015-04-30,c0,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,145500.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",855363.0,908905.0,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",19647.0,15348.0,SorÃ¸,2013-01-01,2014-04-30,-114034.0,-96257.0,-91958.0,2015-04-30,2014-05-01,2015-09-21,Slagelse,17777.0,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2014-05-01,2015-04-30,c1,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REVISORERNE DALSGAARD,STAHL & WÃLDIKE STATSAUTORISERET REVISIONSAPS"
35387943,2014-05-01,2015-04-30,c2,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2014-05-01,2015-04-30,c4,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,0.0,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2014-05-01,2015-04-30,c6,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,-114034.0,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2015-04-30,2015-04-30,c8,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzA4LzMyLzY2L2I5NTYtNGI1Mi1iNjE1LTc3NzA1NzZhY2IxNw.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkLzc1LzAzLzlmLzY0YWUtNGIxNy05OWZjLTMzMjJjYmI4ZDljOA.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzIyLzJiL2IxLzQ0N2ItNDJiOS1iMTMyLWNhYzZjNjEyYWIxOQ.xml,Danmark,DK,Slagelse,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-09-21,2015-09-28,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2013-01-01,2014-04-30,,,,2015-04-30,2014-05-01,2015-09-21,Slagelse,,57831278.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21466532,indberetninger-20180424,2.5955543999999997,35387943.0,,2018-03-30T15:26:27.601Z,2015-09-29T09:59:46.752Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AG-77-UR,2015-09-29T09:59:46.897Z,1206625.0,45545.0,80000.0,474218.0,84180.0,104167.0,232333.0,232333.0,377111.0,1206625.0,1122445.0,395907.0,73379.0,73379.0,395907.0,377111.0,732407.0,99608.0,50271.0,104167.0,3018.0,1162.0,1049066.0,440476.0,51562.0,41624.0,467358.0,1291.0,
