entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermReceivablesFromGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
35387943,2015-05-01,2016-04-30,c3,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,145500.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",830852.0,805851.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",20626.0,94.0,SorÃ¸,2015-05-01,2016-04-30,-164810.0,-191033.0,-170501.0,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,-26223.0,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2015-05-01,2016-04-30,c5,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,0.0,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2015-05-01,2016-04-30,c7,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,-164810.0,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2016-04-30,2016-04-30,c9,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,743504.0,190635.0,80000.0,551922.0,-80630.0,41667.0,149333.0,149333.0,288588.0,743504.0,824134.0,582.0,582.0,288588.0,191582.0,129285.0,41456.0,41667.0,0.0,-161792.0,1162.0,824134.0,875.0,358252.0,72699.0,0.0,30799.0,335722.0,444.0,,
35387943,2016-05-01,2016-05-01,c10,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2016-05-01,2016-05-01,c11,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,1162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2016-05-01,2016-05-01,c12,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,-161792.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2016-05-01,2016-05-01,c13,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,-80630.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2016-05-01,2017-04-30,c0,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,127667.0,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",658702.0,1004256.0,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",17951.0,0.0,SorÃ¸,2015-05-01,2016-04-30,159886.0,199936.0,217887.0,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,40050.0,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35387943,2016-05-01,2017-04-30,c1,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzY2LzAwL2FkLzQzYjYtNDk5Yi1hMWNkLWRkMWI1MjIxYjNmNg.xhtml,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JjLzBmLzUyLzY1NTgtNDQ1MS04NWQzLTJmMzgxZjNlZDA0ZQ.pdf,http://regnskaber.virk.dk/34978353/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzBiLzgzL2FhLzlmZDEtNDJkNi1iOGRkLTJkNjFkMDczNGU5MQ.xml,true,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,SorÃ¸,4180.0,4.0,NÃ¦stvedvej,4200 Slagelse,Nytorv 8,Til den daglige ledelse i Svend Jessen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-15,2017-08-24,,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med modervirksomhed Servicestationen Holding ApS og sÃ¸stervirksomheden Servicestationen NÃ¦stvedvej 4, SorÃ¸ ApS for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter og udbytteskat.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,35387943.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,SÃ¸ren Dalsgaard,Svend Jessen,Svend Jessen,SVEND JESSEN ApS,"DALSGAARD, STAHL & WÃLDIKE, statsautoriseret revisionsanpartsselskab",,,SorÃ¸,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,2017-08-15,Slagelse,,57831278.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24449846,indberetninger-20180424,2.5949402000000004,35387943.0,,2018-03-27T14:05:56.550Z,2017-08-30T08:31:43.668Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-40-YQ,2017-08-30T08:31:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21696382.0,"REVISORERNE DALSGAARD,STAHL & WÃLDIKE STATSAUTORISERET REVISIONSAPS"
