entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ValueAdjustmentsOfEquity,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables
34051267,2017-01-01,2017-01-01,c176,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,3539000.0,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,6500000.0,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,,,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-01-01,c735,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,3539000.0,,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,-159000.0,,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,101000.0,,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,,106000.0,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,,-17000.0,,,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-12-31,c178,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,,,-100000.0,278000.0,,,,,,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,,267000.0,,,-11000.0,278000.0,0.0,267000.0,-11000.0,,,,,,,,,,,,,,,,
34051267,2017-01-01,2017-12-31,c474,,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2U4LzFlL2YyLzRhYTMtNDg2Ni1iMTQ4LWMzNjE2MTcxNDQ5Nw.pdf,http://regnskaber.virk.dk/76215043/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzNiL2UxL2I1LzEyYTItNDViNi1iMGI1LTQ1ZmJiYzM3Y2RlMQ.xml,,Danmark,Roskilde,4000.0,70.0,Himmelev Bygade,Frederikssund,3600.0,4.0,KorshÃ¸j,"4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-14,2019-03-14,2011-11-09,2019-03-14,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",33780524.0,34051267.0,33780524.0,mne9421,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for K.H. Bil Holding ApS.,Ãrsrapport,,Palle Thaisen,Palle Thaisen,Keld Arne Hansen,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",K.H. Bil Holding ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Frederikssund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikssund,Keld Hansen Bil A/S,Frederikssund,2018-12-31,2018-01-01,100.0,2019-03-14,Roskilde,RevisionspÃ¥tegning,urn:ofk:oid:26846828,indberetninger-20180424,2.5117235,34051267.0,AWmVKssmRYGX6_YTGBH0,2019-03-19T08:56:46.386Z,2019-03-19T08:56:42.948Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-04-PY,2019-03-19T08:56:43.086Z,,178000.0,,,,,,,,,,,,,,,,,,,,,,,
