entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfLiquidator,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfLiquidator,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
25677153,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,200000.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,,,,,,,,,,,,,,
25677153,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,2403000.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,,,,,,,,,,,,,,
25677153,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,190000.0,,,,,,,,,,,,,,,,,,,,,
25677153,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,190000.0,-27000.0,3000.0,274000.0,3000.0,244000.0,-27000.0,54000.0,,,,,,,,,,,,,,
25677153,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,190000.0,,,,,,,,,,,,,,,,,,,,,
25677153,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,2793000.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,3303000.0,14000.0,200000.0,3303000.0,3303000.0,510000.0,3289000.0,485000.0,2593000.0,3289000.0,510000.0,0.0,25000.0,0.0
25677153,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,200000.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,,,,,,,,,,,,,,
25677153,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,2593000.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,,,,,,,,,,,,,,
25677153,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,200000.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,,,,,,,,,,,,,,
25677153,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Q5LzFhL2MzLzJhNjUtNDE4MC1iZGIwLTlmNTZlYjVhMmRlNw.pdf,http://regnskaber.virk.dk/35177652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2Q1L2NhL2JkL2YxM2MtNDA0Ni1iM2E0LTZmYjc1NzQyNjkyZA.xml,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,DragÃ¸r,2791.0,36.0,SandlÃ¸kken,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Likvidator anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-05-08,2019-05-08,2019-05-16,statsautoriseret revisor,Egenkapital,info@dk.gt.com,2592682.0,34209936.0,25677153.0,34209936.0,mne32794,Likvidator har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ytting Holding ApS under frivillig likvidation.,De vÃ¦sentligste modifikationer som fÃ¸lge af likvidationen,Ãrsrapport,Michael Beuchert,Mette Malene Eigtved,Mette Malene Eigtved,Mette Malene Eigtved,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Handelsbanken A/S,Ytting Holding ApS under frivillig likvidation,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-08,KÃ¸benhavn,+45 33 110 220,advokat,advokat,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27160361,indberetninger-20180424,2.5118406,25677153.0,AWrA-x6KRYGX6_YTHv9V,2019-05-16T14:11:27.383Z,2019-05-16T14:10:43.408Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BE-60-WM,2019-05-16T14:10:43.584Z,,,,,,,,,,,,,,,,,,,,,,
