entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,DecreaseOfCapital,ValueAdjustmentsOfEquity,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RestOfOtherReserves,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,DepreciationOfPropertyPlantAndEquipment
26596475,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,1500000.0,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,-16048000.0,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-01-01,c759,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,-1307000.0,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,-10420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,-10420000.0,2204000.0,5674000.0,1673000.0,209000.0,2631000.0,36000.0,2631000.0,263000.0,-8800000.0,-6205000.0,141000.0,1620000.0,5061000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-12-31,c721,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,-10420000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-01-01,2014-12-31,c760,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,,-414000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26596475,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,-26689000.0,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,,,249000.0,21590000.0,254000.0,1500000.0,7298000.0,472000.0,88000.0,591000.0,249000.0,0.0,12651000.0,21590000.0,48279000.0,1721000.0,2630000.0,36859000.0,6291000.0,14292000.0,26217000.0,1712000.0,11000.0,801000.0,14043000.0,0.0,-1721000.0,-26468000.0,3157000.0,11420000.0,352000.0,0.0,7044000.0,4708000.0,6199000.0,1765000.0,,,,,
26596475,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzL2ZkL2Q0L2NjLzg0LzBmMzItNGY5My05YmYwLWYwNzIwYjNjMGVjNg.pdf,http://regnskaber.virk.dk/57469562/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzM3LzY4Lzk5LzEzNWYtNDc5OS1hNmU3LWIwN2JkODZhZTgyMA.xml,63198.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Greve,2670.0,4.0,Korskildemark,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,44991.0,Regnskabsklasse B,2016-05-31,2016-05-31,2002-05-02,2016-05-31,statsautoriseret revisor,info@dk.gt.com,1500000.0,34209936.0,26596475.0,34209936.0,Ãrsrapport,4476000.0,362120.0,Morten GrÃ¸nbek,Thekla Bischoff,Thekla Bischoff,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Taste of Tokyo ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Greve,Greve,2015-12-31,2015-01-01,2016-05-31,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:22566102,indberetninger-20180424,2.5124266,26596475.0,,2018-03-28T19:10:43.984Z,2016-06-01T17:02:58.167Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-75-AN,2016-06-01T17:02:58.471Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
