entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfExtraordinaryDividendDistributedAfterEndOfReportingPeriod,DateOfGeneralMeeting,ExternalExpenses,ExtraordinaryDividendDistributedAfterEndOfReportingPeriod,ExtraordinaryDividendDistributedAfterEndOfReportingPeriodGross,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherReserves
32350232,2014-06-06,2015-06-30,c2,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,606304.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,606304.0,606304.0,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2014-06-06,2015-06-30,c4,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,93755.0,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2014-06-06,2015-06-30,c6,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,446304.0,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2014-06-06,2015-06-30,c8,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,66245.0,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2015-06-30,2015-06-30,c11,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,656304.0,33333.0,50000.0,33333.0,656304.0,656304.0,622971.0,622971.0,622971.0,606304.0
32350232,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,1113634.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,1113633.0,1113633.0,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,173000.0,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,113634.0,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
32350232,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzY2LzY1Lzc5L2I5YjAtNDQxOC04MDZmLTBmOGU1YjViODE2MQ.xhtml,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzL2E0L2Q5Lzk5LzYwLzkzNWItNGQ2MC1iMWI2LTM1NzM4ZTZhMzY0Nw.pdf,http://regnskaber.virk.dk/23205323/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2NhLzE0LzI4LzA4YjUtNGRjZS1hNDg1LTcyNjU3MzQzY2MyZg.xml,true,Frederiksberg,2000.0,7.0,Drosselvej,6800 Varde,Knoldeflodvej 20,Regnskabsklasse B,2016-09-28,2016-08-04,2016-09-28,1.0,66000.0,66000.0,-1.0,32350232.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Thomas Gammelvind,Thomas Houlind Munk Gammelvind,GAMMELVIND CONSULTING ApS,Peter Gammelvind,Fredeiksberg,2014-06-06,2015-06-30,826999.0,,-1.0,173000.0,2016-06-30,2015-07-01,893244.0,true,false,0.0,false,false,Ingen bistand,urn:ofk:oid:23006052,indberetninger-20180424,2.5926367999999997,32350232.0,,2018-03-28T21:38:10.714Z,2016-09-28T20:23:42.506Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BD-69-TZ,2016-09-28T20:23:42.703Z,,,,,,,,,,
