entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RestOfOtherReserves,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermInvestments,ShorttermInvestmentsInAssociates,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
27594255,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,-500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,-5215812.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,224295.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2014-01-01,2014-12-31,ID_17,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,-5491517.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,5491516.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,-97359.0,81970.0,5215812.0,95751.0,470543.0,5575215.0,-15389.0,83699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2014-12-31,2014-12-31,ID_19,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,45738613.0,30738.0,125000.0,36299613.0,850.0,39805666.0,9439000.0,45738614.0,5932948.0,4229847.0,4229847.0,9439000.0,1740030.0,9439000.0,500000.0,36585742.0,2594924.0,1533121.0,35750.0,33118774.0,31378744.0,1703101.0,3150101.0,3149251.0,109605.0,24625.0,
27594255,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,-500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2VjL2MxLzdiYWMtNDliZS1iMjI4LWE3ODQzMzJhMzUwZQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzBiLzJjL2FhL2E5M2QtNGY4NC04MTEzLTU4Y2FlNDA4MGIzZg.xml,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-17,2004-01-22,2016-05-31,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab","Ejstrupholm, den 17. maj 2016",2014-01-01,2014-12-31,-6640307.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2015-12-31,2015-01-01,2016-05-17,Silkeborg,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22609231,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T23:35:34.497Z,2016-06-06T07:50:59.766Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-12-JJ,2016-06-06T07:50:59.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
