entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermInvestments,ShorttermInvestmentsInAssociates,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
27594255,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,-6640307.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,-120613.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,7260920.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,-99000.0,361625.0,6640307.0,101044.0,690298.0,7492186.0,262625.0,231266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,-500000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,52647844.0,33751.0,125000.0,41457844.0,50900.0,46689675.0,11190000.0,52647844.0,5958169.0,3949936.0,3949936.0,11190000.0,2346860.0,11190000.0,500000.0,43349138.0,2715537.0,1599251.0,35750.0,37500016.0,35153156.0,2008233.0,139906.0,3924077.0,3873177.0,204826.0,28500.0,
27594255,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,8846134.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,-667000.0,273374.0,8909926.0,76154.0,594515.0,9034661.0,-393626.0,188527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,813792.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27594255,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torben Juul Andersen
27594255,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzQxL2EwL2UwL2UwZDktNDJmZi1iMjAzLTNjZGQyODQ4YjFhNQ.pdf,http://regnskaber.virk.dk/55249572/ZG9rdW1lbnRsYWdlcjovLzAzLzAyLzAwL2YwLzc2L2UwOGEtNGM3Ny1iYmU0LTU2YjQyYjZmODE1MA.xml,true,"Silkeborg, 8600",Navervej 1,Til kapitalejerne i STL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-09,2017-05-09,2004-01-22,2017-05-23,14788107.0,27594255.0,14788107.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for STL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Juul Andersen,AKTIV REVISION Silkeborg,Sydbank,STL Holding ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"756, Ikast-Brande",2016-12-31,2016-01-01,false,2017-05-09,Silkeborg,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23919760,indberetninger-20180424,2.5097454,27594255.0,,2018-03-28T05:54:22.628Z,2017-05-23T08:21:47.758Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-YM,2017-05-23T08:21:47.937Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
