entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
30572785,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,-31164.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,33.0,Vejle,2017-01-01,2017-12-31,23101.0,-8063.0,-8030.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,-31164.0,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,,,
30572785,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,23101.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,,,
30572785,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,257530.0,121891.0,126000.0,31164.0,5000.0,196755.0,257530.0,60775.0,0.0,99475.0,0.0,99475.0,99475.0,70755.0,0.0,60775.0,49475.0,36164.0,8000.0,,,
30572785,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,126000.0,,,,,,,,,,,,,,,,
30572785,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,70755.0,,,,,,,,,,,,,,,,
30572785,2018-01-01,2018-01-01,c542,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,99475.0,,
30572785,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,-16202.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,62318.0,Vejle,2017-01-01,2017-12-31,-57443.0,-73645.0,-11327.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,-16202.0,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
30572785,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,-57443.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,,,
30572785,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,-57443.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,,,
30572785,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzQ1L2ExLzkzL2IyMDItNGY2OS04ZWU1LTM1ZDc4YmZhZDAyOQ.pdf,http://regnskaber.virk.dk/58727503/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzYyL2JkLzhkLzZlODMtNDczYi1hNGJmLTA1ZGE5NDMwY2RjYg.xml,true,3889121.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,"NÃ¸rregade 85, 1. tv.",DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet af 24. april 2007 ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-08,2007-04-24,2019-05-08,Statsautoriseret revisor,20222670.0,30572785.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet af 24. april 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Christen Fisker,Christen Fisker,Ejendomsselskabet af 24. april 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-08,Vejle,,urn:ofk:oid:27103191,indberetninger-20180424,2.5124277999999998,30572785.0,AWqX5PTrRYGX6_YTHgqR,2019-05-08T14:42:21.567Z,2019-05-08T14:42:05.060Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-43-AM,2019-05-08T14:42:05.260Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
