entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
21537101,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,,,,,,,,,,,,,,,,,,,
21537101,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,421502.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,,,,,,,,,,,,,,,,,,,
21537101,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,524902.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,-19233.0,10985.0,706260.0,676042.0,-19233.0,151140.0,,,,,,,,,,,,,,,,,,,
21537101,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,4322849.0,67355.0,500000.0,3488849.0,4043397.0,4322849.0,279452.0,834000.0,834000.0,834000.0,3421494.0,145000.0,103400.0,3439997.0,3421494.0,279452.0,0.0,134452.0,0.0
21537101,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,-418085.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,-24373.0,544347.0,34209.0,-534511.0,-24373.0,-116426.0,,,,,,,,,,,,,,,,,,,
21537101,2017-01-01,2017-12-31,c108,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,105800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,,,,,,,,,,,,,,,,,,,
21537101,2017-01-01,2017-12-31,c122,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,-523885.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,,,,,,,,,,,,,,,,,,,
21537101,2017-01-01,2017-12-31,c71,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,,,,,,,,,,,,,,,,,,,
21537101,2017-01-01,2017-12-31,c88,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,,,,,,,,,,,,,,,,,,,
21537101,2017-12-31,2017-12-31,c6,,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzc5LzZlL2YwL2Y5MTUtNGFiMy05M2NkLTkwYjg2Yjg2ZGIwNA.pdf,http://regnskaber.virk.dk/10173512/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzNkLzRkLzcyLzllZWUtNDY1OS05ZWU3LTk5NTAxMzZkOTNmMA.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Herning,7400.0,27.0,Dalgasgade,Vildbjerg,7480.0,9.0,Soldalen,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-04-16,2018-04-16,1998-06-01,2018-04-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,21537101.0,15807776.0,mne32848,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for O.J. Holding Vildbjerg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Vinderslev,Ove JÃ¸rgensen,Ove JÃ¸rgensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Danske Bank,O.J. Holding Vildbjerg ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Vildbjerg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-12-31,2017-01-01,2018-04-16,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25319219,indberetninger-20180424,2.509602,21537101.0,AWLT7Cugx8uVRSOdfxtA,2018-04-17T14:05:10.180Z,2018-04-17T14:04:49.651Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-08-KY,2018-04-17T14:04:49.783Z,,,,,,,3534912.0,42891.0,500000.0,2700912.0,3521912.0,3534912.0,13000.0,834000.0,834000.0,834000.0,2534468.0,13000.0,105800.0,2916112.0,2534468.0,13000.0,123553.0,0.0,123553.0
