entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
26213185,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,-99800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,211529.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,-576486.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2014-01-01,2014-12-31,ID_17,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,-464757.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2014-01-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,464757.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,-56301.0,372811.0,17622.0,165869.0,464757.0,,,,,,,,,,,,,,,,,,,,,
26213185,2014-12-31,2014-12-31,ID_19,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,3055652.0,789555.0,125000.0,1592450.0,2618230.0,3055652.0,437422.0,1463202.0,1463202.0,1463202.0,802455.0,422745.0,99800.0,625012.0,1768418.0,14677.0,802455.0,437422.0,440.0,440.0,
26213185,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,-101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
26213185,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzUzL2VjLzg5LzliMzQtNGMyNy1iNWY1LTBhZWU5MTNiNzkxYg.pdf,http://regnskaber.virk.dk/58131262/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzdmL2FkL2UwL2M2NGMtNGU5ZS1iYTU2LWU1ZTIxZmU3ZjcyOA.xml,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i Seafut ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-05-20,2016-05-25,26213185.0,35486178.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Seafut ApS.,"Vi har revideret Ã¥rsregnskabet for Seafut ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henning Jensen,Seafut ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab","Svendborg, den 20. maj 2016",2014-01-01,2014-12-31,204594.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-05-20,Svendborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:22442252,indberetninger-20180424,2.5124327999999996,26213185.0,,2018-03-29T03:02:04.325Z,2016-05-25T14:22:11.297Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-76-HJ,2016-05-25T14:22:11.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
