entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfChangesInEquity,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,Dividend,DividendPaid
27240771,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",19856.0,-19856.0,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",34.0,85394.0,KorsÃ¸r,2014-07-01,2015-06-30,50112.0,65504.0,-19856.0,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",15392.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,,,,,,,,,,,,,,,
27240771,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,100000.0,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,,,,,,,,,,,,,,,
27240771,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,-49888.0,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,,,,,,,,,,,,,,,
27240771,2015-06-30,2015-06-30,c9,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,3533130.0,2417715.0,125000.0,3533130.0,3502954.0,3533130.0,30176.0,1093493.0,21922.0,100000.0,3277954.0,0.0,1093493.0,30176.0,21922.0,11426.0,18750.0,,
27240771,2015-07-01,2015-07-01,c10,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,125000.0,,,,,,,,,,,,,,
27240771,2015-07-01,2015-07-01,c11,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,3277954.0,,,,,,,,,,,,,,
27240771,2015-07-01,2015-07-01,c12,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,100000.0,,,,,,,,,,,,,,
27240771,2015-07-01,2015-07-01,c13,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,3502954.0,,,,,,,,,,,,,,
27240771,2015-07-01,2016-06-30,c0,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",19059.0,-19059.0,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",0.0,82821.0,KorsÃ¸r,2014-07-01,2015-06-30,49748.0,63762.0,-19059.0,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",14014.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,,,,,,,,,,,,,,0.0,100000.0
27240771,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2VlLzYzL2VhLzhlMDgtNGEyNS05NDdkLWZmNjY3MTViMDJhOA.xhtml,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2FjL2M4LzUzLzEwMGMtNDNjYy1hMGI4LWU2YzM1YzhlZWQ2ZA.pdf,http://regnskaber.virk.dk/17704272/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2NkL2RkL2Q3L2E4MDEtNDU0ZS05OTczLTBjMzFlNTUwY2UzOQ.xml,true,KorsÃ¸r,4220.0,43.0,AlhÃ¸jvÃ¦nget,4200 Slagelse,Nytorv 8,Til den daglige ledelse i M.L.A. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-08-10,2016-08-23,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,27240771.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Kim WÃ¸ldike,Mariann Lundgren Andersen,Mariann Lundgren Andersen,"Dalsgaard, Stahl & WÃ¸ldike Statsautoriseret revisionsanpartsselskab",M.L.A. HOLDING ApS,"Dalsgaard, Stahl & WÃ¸ldike",,,KorsÃ¸r,2014-07-01,2015-06-30,,,,2016-06-30,2015-07-01,true,false,2016-08-10,Slagelse,"<p xmlns=""http://www.w3.org/1999/xhtml"">Virksomhedskapitalen er ikke opdelt i klasser.</p>",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22925193,indberetninger-20180424,2.59278,27240771.0,,2018-03-28T18:21:41.184Z,2016-08-29T05:42:47.963Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-54-UP,2016-08-29T05:42:48.147Z,,,,,,,,,,,,,,,,,,,
