entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
35405186,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,-152187.0,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,-532147.0,1193074.0,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,-41517.0,-57496.0,781.0,Aarhus,-3240.0,452025.0,604212.0,660927.0,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,-330.0,-152187.0,RevisionspÃ¥tegning,-487060.0,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,452025.0,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,3425846.0,165618.0,80000.0,3425846.0,36560.0,532025.0,1357768.0,3425846.0,2893821.0,0.0,1357768.0,0.0,0.0,441554.0,452025.0,1046207.0,54581.0,2893821.0,500000.0,1902460.0,152187.0,699292.0,1865900.0,,
35405186,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,
35405186,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,452025.0,,,,,,,,,,,,,,,,,,,
35405186,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,-103409.0,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,-1384284.0,1822684.0,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,-29859.0,-62338.0,44830.0,Aarhus,-9720.0,317483.0,420892.0,438400.0,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,-13732.0,-103409.0,RevisionspÃ¥tegning,-1330973.0,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35405186,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,317483.0,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,,RenÃ© Liendgaard Rasmussen
35405186,2014-01-01,2014-12-31,c200,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,,Kim SÃ¸rensen
35405186,2014-01-01,2014-12-31,c29,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2U0L2I4LzYwL2QwMTYtNDJkYS04Y2EzLTNiYjRjZDI3Njk2Zg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzgzLzA4LzkxLzEzOTMtNGI1Mi05MDlkLTc0YjQxMGYzMTJjZQ.xml,1.0,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240  Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,Regnskabsklasse B,,2015-03-27,2013-07-23,2015-04-17,Statsautoriseret revisor,,,www.inter-sign.dk,35405186.0,20222670.0,Ãrsrapport,Heidi Agen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,317483.0,,,Aarhus,2014-12-31,2014-01-01,2015-03-27,Aarhus,,,RevisionspÃ¥tegning,,urn:ofk:oid:5133193,indberetninger-20180424,2.5095937000000004,35405186,,2018-03-30T10:47:52.395Z,2015-04-20T07:23:23.732Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-QD,2015-04-20T07:23:23.767Z,,,,,,,,,,,,,,,,,,,,,,,,,
