entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NumberOfEmployees,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
35405186,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,1520.0,-21.0,Regnskabsklasse B,196128.0,2017-02-24,2013-07-23,2017-02-27,0.0,Statsautoriseret revisor,-1970779.0,2903387.0,20222670.0,35405186.0,20222670.0,Ãrsrapport,31592.0,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,207151.0,-107776.0,76184.0,Aarhus,46800.0,2015-01-01,2015-12-31,627205.0,824832.0,932608.0,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,17999.0,-197627.0,ErklÃ¦ring om udvidet gennemgang,1698829.0,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2015-01-01,2015-12-31,c196,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,627205.0,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,4330173.0,474093.0,80000.0,267224.0,1476713.0,27643.0,2114746.0,4330173.0,2851940.0,45675.0,2114746.0,73318.0,3.0,45675.0,758094.0,0.0,27643.0,1520.0,1520.0,1396713.0,652902.0,2851940.0,488219.0,1668016.0,196128.0,0.0,756597.0,1400792.0,,
35405186,2016-01-01,2016-01-01,c227,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2016-01-01,2016-01-01,c254,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,1396714.0,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,-887.0,0.0,Regnskabsklasse B,249705.0,2017-02-24,2013-07-23,2017-02-27,-9214.0,Statsautoriseret revisor,-1936321.0,3185139.0,20222670.0,35405186.0,20222670.0,Ãrsrapport,27500.0,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,190456.0,-124242.0,96742.0,Aarhus,46540.0,2015-01-01,2015-12-31,866544.0,1115362.0,1239604.0,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,16412.0,-248818.0,ErklÃ¦ring om udvidet gennemgang,1682913.0,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35405186,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,866544.0,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2016-01-01,2016-12-31,c255,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,866544.0,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405186,2016-01-01,2016-12-31,c302,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35405186,2016-01-01,2016-12-31,c634,,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzLzA2Lzg5LzQ2LzIxLzM3N2ItNGE4NS04M2IxLTdiNzVhZTBkNDRlMg.pdf,http://regnskaber.virk.dk/68150453/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzU3LzMzL2I3Lzg3NmQtNGQyZS1hOGNmLThkMjY1YjBhNzI2NQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,11.0,SÃ¸nder Alle,8240 Risskov,Brunbjergvej 1,DK-8000 Aarhus C,Kystvejen 29,,,Regnskabsklasse B,,2017-02-24,2013-07-23,2017-02-27,,Statsautoriseret revisor,,,20222670.0,35405186.0,20222670.0,Ãrsrapport,,Jesper L. Christensen,RenÃ© Liendgaard Rasmussen,Spar Nord,Inter-Sign ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aarhus,,2015-01-01,2015-12-31,,,,Aarhus,2016-12-31,2016-01-01,false,2017-02-24,Aarhus,,,ErklÃ¦ring om udvidet gennemgang,,urn:ofk:oid:23530945,indberetninger-20180424,2.5097403999999996,35405186.0,,2018-03-27T18:55:20.940Z,2017-02-28T12:22:16.546Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-37-FG,2017-02-28T12:22:16.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RenÃ© Liendgaard Rasmussen
