entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncreaseDecreaseOfImpairmentLossesAndAmortisationOfIntangibleAssetsThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,NameAndSurnameOfMemberOfSupervisoryBoard
27909167,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,500000.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,-3188316.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,-562470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,-562470.0,716880.0,-19752.0,1605.0,17348.0,1605.0,-720889.0,-736632.0,-158419.0,,,,,,,,,,,,,,,,,,,,
27909167,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,-562470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,-3250786.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,696909.0,2032036.0,14369.0,500000.0,1335127.0,1269265.0,696909.0,2032036.0,5282822.0,696909.0,1795628.0,51493.0,-3750786.0,5282822.0,3482194.0,1320758.0,5000.0,,,
27909167,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,500000.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,-3750786.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,500000.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27909167,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2Y1Lzk2L2VmLzkyMzUtNDBlOC04YjQwLTVjM2ZiNGYzZWVkNg.pdf,http://regnskaber.virk.dk/76190972/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzA3LzEzLzA4LzFjOTktNGM0Yi1hNTdhLWI0OTllYjg2YTdiMA.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,Hellerup,2900.0,12.0,Tuborg Boulevard,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,602215.0,Regnskabsklasse B,2017-06-14,2017-06-14,2017-06-19,statsautoriseret revisor,-3750785.0,32285201.0,27909167.0,32285201.0,80440.0,Ãrsrapport,SÃ¸ren Anthon Pedersen,Thomas Qvist Vestesen,Thomas Qvist Vestesen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Danvest License A/S,"Martinsen, Statsautoriseret Revisionspartnerselskab",Hellerup,2015-01-01,2015-12-31,2016-12-31,2016-01-01,2017-06-14,Risskov,87 43 96 00,RevisionspÃ¥tegning,Grundlag for afkrÃ¦ftende konklusion,AfkrÃ¦ftende konklusion,urn:ofk:oid:24291473,indberetninger-20180424,2.5095785,27909167.0,,2018-03-29T18:20:46.654Z,2017-06-26T06:10:44.113Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-01-BK,2017-06-26T06:10:44.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
