entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulation,ClassOfReportingEntity,CostOfSales,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
25448790,2011-10-01,2012-09-30,ID_12,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,635194.0,2000-06-14,2014-03-27,265321.0,Statsautoriseret revisor,10137222.0,-16519298.0,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,157464.0,1338992.0,-1329015.0,5302715.0,-585417.0,-804063.0,-814040.0,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,-17311956.0,2014-03-24,KÃ¸benhavn/Copenhagen,218648.0,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2011-10-01,2012-09-30,ID_14,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,-585417.0,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2011-10-01,2012-09-30,ID_16,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,-585417.0,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2012-09-30,2012-09-30,ID_18,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,12309199.0,2342570.0,-125000.0,11945275.0,1073.0,81983.0,-8906102.0,123323.0,213593.0,-12309198.0,-3403096.0,240600.0,363923.0,240600.0,-836040.0,1402.0,123323.0,0.0,0.0,213593.0,-8781102.0,-878144.0,-3403096.0,-35880.0,9389112.0,8199475.0,0.0,274231.0,-1653032.0,830947.0,,
25448790,2012-10-01,2013-09-30,ID_0,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2012-10-01,2013-09-30,ID_1,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2012-10-01,2013-09-30,ID_10,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2012-10-01,2013-09-30,ID_11,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,3833632.0,2000-06-14,2014-03-27,192070.0,Statsautoriseret revisor,7563677.0,-12544899.0,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,758483.0,913087.0,-800731.0,4036618.0,-380027.0,-640178.0,-752534.0,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,-17137014.0,2014-03-24,KÃ¸benhavn/Copenhagen,260151.0,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2012-10-01,2013-09-30,ID_13,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,-380027.0,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25448790,2012-10-01,2013-09-30,ID_15,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8vcGRmcy8yNTQ0ODc5MDtBcFMyNzEyNDI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/09784452/Y3ZyLmRrOi8veGJybHMvWC05MEVERjVFNy0yMDE0MDMyN18xMzI0MzhfMTU0.xml,"KÃ¸benhavn S, 2300",Ãrestads Boulevard 73,"2730, Herlev",LyskÃ¦r 3 CD,Til kapitalejerne i Avaya Denmark ApS / To shareholders of Avaya Denmark ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet / Report on the Financial Statements,Udtalelse om ledelsesberetningen / Statement on Management's Review,Regnskabsklasse B,,2000-06-14,2014-03-27,,Statsautoriseret revisor,,,20222670.0,25448790.0,20222670.0,Ãrsrapport,Brian  Olsen Halling,Jesper Larsen,Jesper  Larsen,"BDO, Statsautoriseret Revisionsaktieselskab",Avaya Denmark ApS,Visma Services Danmark A/S,,,,,-380027.0,,,"KÃ¸benhavn, 101",2013-09-30,2012-10-01,,2014-03-24,KÃ¸benhavn/Copenhagen,,Administrerende direktÃ¸r,urn:ofk:oid:15510065,indberetninger-20180424,2.5122871,25448790.0,,2018-04-01T04:49:48.248Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-355.035,2014-03-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
