entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor
21631779,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,-52925.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",0.0,2018-09-14,1999-04-15,2018-09-14,8213.0,8213.0,11025.0,-174166.0,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,45722.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,47161.0,1439.0,Randers,2016-07-01,2017-06-30,-187640.0,-240565.0,-193404.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,-52925.0,11025.0,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21631779,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,-187640.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21631779,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,1587980.0,446352.0,200000.0,631.0,14781.0,269611.0,1120465.0,1587980.0,1318369.0,1120465.0,87658.0,1120465.0,0.0,0.0,69611.0,18003.0,1318369.0,1192708.0,21163.0,0.0,20000.0,5751.0,,,,,,,,
21631779,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,
21631779,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,69612.0,,,,,,,,,,,,,,,,,,,,,,,,
21631779,2017-07-01,2017-07-01,c444,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,42620.0,1163085.0,,,,,,
21631779,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,-1705.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",12518.0,2018-09-14,1999-04-15,2018-09-14,8213.0,8213.0,27366.0,134470.0,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,47700.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,49660.0,1960.0,Randers,2016-07-01,2017-06-30,38418.0,49231.0,98891.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,10813.0,27366.0,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
21631779,2017-07-01,2018-06-30,c194,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,38418.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21631779,2017-07-01,2018-06-30,c254,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,38418.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21631779,2017-07-01,2018-06-30,c305,,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzL2E0Lzg1L2U2LzI5L2ZlYTctNDE5NC04ODFjLWU4Y2NkMTI0Y2Q2Yg.pdf,http://regnskaber.virk.dk/97713612/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzNhLzgzL2RkL2ZiZDUtNGFkYy1hYjA2LTIzMDEwMjc5MTUwYg.xml,true,Randers C,8900.0,"4, 2.",Thors Bakke,Randers C,8900.0,9.0,DytmÃ¦rsken,8900 Randers C,c/o Lou Advokatfirma,DK-8900 Randers C,"Thors Bakke 4, 2.",Til kapitalejeren i Omni-Invest ApS nr. III,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-14,1999-04-15,2018-09-14,,8213.0,,,21631779.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Omni-Invest ApS nr. III.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Hougaard Enevoldsen,Kjeld Hougaard Enevoldsen,Jyske Bank A/S,Omni-Invest ApS nr. III,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-06-30,2017-07-01,false,2018-09-14,Randers,,,urn:ofk:oid:26135026,indberetninger-20180424,2.5124211,21631779.0,AWYKkPuh5OzuYdPkEuYl,2018-09-24T07:53:12.115Z,2018-09-24T07:52:44.887Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AX-84-WT,2018-09-24T07:52:45.096Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Statsautoriseret revisor,20222670.0,mne19811,Ole JÃ¸rgensen
