entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29834040,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,4243.0,4243.0,Statsautoriseret revisor,4429.0,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,35622.0,986.0,BarlÃ¸se,2016-01-01,2016-12-31,-34450.0,-34450.0,186.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,0.0,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29834040,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,-34450.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29834040,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,1021174.0,3771.0,125000.0,-337526.0,407321.0,1021174.0,1358700.0,375000.0,375000.0,727149.0,460500.0,782321.0,266649.0,26375.0,198326.0,407321.0,-462526.0,199777.0,631551.0,405399.0,235082.0,36756.0,,,,,
29834040,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,
29834040,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,-462526.0,,,,,,,,,,,,,,,,,,,,,,,
29834040,2017-01-01,2017-01-01,c444,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,16972.0,424293.0,,,
29834040,2017-01-01,2017-01-01,c567,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,,,375000.0,,
29834040,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,4243.0,4243.0,Statsautoriseret revisor,4589.0,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,33159.0,0.0,BarlÃ¸se,2016-01-01,2016-12-31,-32813.0,-32813.0,346.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,0.0,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
29834040,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,-32813.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
29834040,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzViL2E1LzhjLzEyLzVlMjgtNDIzMy1iYWQ1LTI3MzRmYTNmMDkwZQ.pdf,http://regnskaber.virk.dk/04043892/ZG9rdW1lbnRsYWdlcjovLzAzLzg4Lzk3L2JkLzhmL2U4ZjctNDMzNS04NjFkLTQwYmUxOGRjNmZlMQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,5610 Assens,Midtergyden 11  BarlÃ¸se Mark,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejerne i Claus Rud Larsen Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-06-14,2018-06-15,,4243.0,Statsautoriseret revisor,,20222670.0,29834040.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Claus Rud Larsen Invest ApS.,Ãrsrapport,727149.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Claus Rud Larsen,Claus Rud Larsen,Claus Rud Larsen Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,BarlÃ¸se,2016-01-01,2016-12-31,-32813.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BarlÃ¸se,2017-12-31,2017-01-01,false,2018-06-14,Middelfart,,urn:ofk:oid:25868158,indberetninger-20180424,2.5124211,29834040.0,AWQXptEJ0wkEsASkt445,2018-06-19T10:46:36.023Z,2018-06-19T10:46:04.197Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-53-FN,2018-06-19T10:46:04.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
