entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMemberOfSupervisoryBoardApprovingStatementOfExecutiveAndSupervisoryBoard,Equity,FairValueAdjustementsOfPropertyPlantAndEquipment,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,DecreaseOfCapital,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard
15759283,2011-07-01,2011-07-01,c476,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,200000.0,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2011-07-01,2011-07-01,c494,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,-620216.0,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2011-07-01,2012-06-30,c123,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,-72306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2011-07-01,2012-06-30,c3,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,-72306.0,4892.0,0.0,-61221.0,6193.0,0.0,-72306.0,-66113.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2011-07-01,2012-06-30,c471,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2011-07-01,2012-06-30,c495,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,-72306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2012-06-30,2012-06-30,c4,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,-492522.0,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,,8077.0,0.0,200000.0,3185.0,0.0,3185.0,4892.0,0.0,8077.0,500599.0,0.0,0.0,4892.0,445518.0,4892.0,-692522.0,54475.0,500599.0,0.0,3185.0,606.0,,,
15759283,2012-06-30,2012-06-30,c472,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,200000.0,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2012-06-30,2012-06-30,c496,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,-692522.0,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15759283,2012-07-01,2012-07-01,c160,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8vcGRmcy8xNTc1OTI4MztBL1MyMDQ1NDQ7MjAxMjA3MDE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/38295751/Y3ZyLmRrOi8veGJybHMvWC1ERjJDRTMwRi0yMDEzMDcwNF8wOTI2NDZfNDQy.xml,1059200.0,11640800.0,5250  Odense SV,Thujavej 43,5000.0,Wichmandsgade 1,aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-06-21,2013-06-21,1991-12-30,2013-06-21,4892.0,formand,,1059200.0,15759283.0,30197925.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. april 2013 for KT Ejendomme Odense A/S.,Ãrsrapport,0.0,213000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jimmy Andersen,Jimmy Andersen,KT Ejendomme Odense A/S,"Census, statsautoriseret revisionsaktieselskab",Odense SV,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2013-04-30,2012-07-01,2013-06-21,Odense,urn:ofk:oid:18979286,indberetninger-20180424,2.5122635,15759283,,2018-04-01T14:00:46.177Z,2013-07-04T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-07-01,13-225.896,2013-07-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19568.0,24460.0,
