entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,DisclosureOfProvisions,ExtraordinaryIncome,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
11764401,2014-05-01,2015-04-30,ID_3,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",0.0,-120523.0,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,35254.0,209559.0,"Valby, den 24. september 2016",2014-05-01,2015-04-30,36679.0,53782.0,-120523.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,17103.0,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
11764401,2014-05-01,2015-04-30,ID_5,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,-1060000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
11764401,2014-05-01,2015-04-30,ID_7,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,1023321.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
11764401,2015-04-30,2015-04-30,ID_9,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,1914145.0,128853.0,180000.0,1914145.0,34498.0,1240439.0,0.0,1914145.0,673705.0,1634129.0,0.0,18165.0,0.0,1060000.0,0.0,439.0,1634129.0,673705.0,634152.0,151163.0,39553.0,98500.0,,
11764401,2015-05-01,2016-04-30,ID_0,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",89082.0,35032.0,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,21014.0,0.0,"Valby, den 24. september 2016",2014-05-01,2015-04-30,99993.0,14018.0,35032.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,3107.0,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
11764401,2015-05-01,2016-04-30,ID_1,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,Peter Andersson,DirektÃ¸r
11764401,2015-05-01,2016-04-30,ID_10,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
11764401,2015-05-01,2016-04-30,ID_2,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,Nicolai JÃ¸rgensen,DirektÃ¸r
11764401,2015-05-01,2016-04-30,ID_4,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
11764401,2015-05-01,2016-04-30,ID_6,,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzdmLzNhL2MxLzhjMjItNDRhMi04YjhkLTJkMzk2NDI4ZTZjMg.pdf,http://regnskaber.virk.dk/10446711/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2E0L2NkL2NjL2YwMmEtNDU0OS04NDg3LWM3YmMwZDg5OTNiNg.xml,"3520, Farum","RÃ¥dhustorvet 5, 2. sal",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2016-09-24,2016-09-26,"7. HensÃ¦ttelser til udskudt skat, specificeret",,,11764401.0,18666871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2015 - 30. april 2016 for Serum8 ApS.,Ãrsrapport,Nicolai JÃ¸rgensen,Serum8 ApS,Moneter ApS - regnskab og bogholderi,,,"Valby, den 24. september 2016",2014-05-01,2015-04-30,-99993.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-04-30,2015-05-01,,Ingen bistand,urn:ofk:oid:22994944,indberetninger-20180424,2.5118535,11764401,,2018-03-28T21:06:26.762Z,2016-09-26T10:26:44.259Z,regnskab,0.0,,2016-04-30,2015-05-01,X16-BE-48-QB,2016-09-26T10:26:44.380Z,,,,,,,,,,,,,,,,,,,,,,,,
