entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables
34586918,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,0.0,144844.0,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,3831.0,0.0,Horsens,2016-10-01,2017-09-30,108013.0,141013.0,144844.0,2018-09-30,2017-10-01,false,2019-02-28,Horsens,33000.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2016-10-01,2017-09-30,c5,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,100000.0,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2016-10-01,2017-09-30,c7,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,8013.0,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2017-09-30,2017-09-30,c9,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,318082.0,239410.0,80000.0,318082.0,276454.0,318082.0,41628.0,8000.0,38390.0,100000.0,96454.0,41628.0,628.0,78672.0,33000.0,40282.0
34586918,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,0.0,71602.0,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,0.0,0.0,Horsens,2016-10-01,2017-09-30,55902.0,71602.0,71602.0,2018-09-30,2017-10-01,false,2019-02-28,Horsens,15700.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2017-10-01,2018-09-30,c2,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2017-10-01,2018-09-30,c4,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,0.0,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2017-10-01,2018-09-30,c6,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,55902.0,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,,,,,,,,,,,,,,,,
34586918,2018-09-30,2018-09-30,c8,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzlkLzFjLzQzLzdlNmQtNDMwMS1hMmI4LWVlMjRhMTE3Y2YzOQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2UyLzMyLzZlNjYtNDEwOS04MzkzLTM3NTQ3ZmFhMWRhZQ.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2I0L2MyLzBhLzUyZWQtNGRjNS1hN2RhLTM5YTYwZmZiYTY4Mw.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700.0,Sundvej 51,til den daglige ledelse i Rubber Broking ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2019-02-28,2019-02-28,registreret revisor,,,30276019.0,34586918.0,mne3409,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision registreret revisionsanpartsselskab,RUBBER BROKING ApS,Q-revision aps,,,Horsens,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,2019-02-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26816439,indberetninger-20180424,2.5949414,34586918.0,AWlzZ1uURYGX6_YTFzl7,2019-03-12T19:36:28.033Z,2019-03-12T19:35:46.872Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-98-EC,2019-03-12T19:35:47.040Z,256684.0,30173.0,80000.0,256684.0,232356.0,256684.0,24328.0,8000.0,38192.0,0.0,152356.0,24328.0,628.0,226511.0,15700.0,188319.0
