entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables
34586918,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,392026.0,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,1987.0,5000.0,Hedensted,2014-10-01,2015-09-30,302039.0,395039.0,392026.0,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,93000.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,300000.0,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,2039.0,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2015-09-30,2015-09-30,c9,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,464620.0,320849.0,80000.0,464620.0,5000.0,392278.0,464620.0,72342.0,0.0,38771.0,300000.0,12278.0,72342.0,342.0,143771.0,100000.0,72000.0,0.0
34586918,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,902860.0,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,2399.0,5000.0,Hedensted,2014-10-01,2015-09-30,706161.0,905461.0,902860.0,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,199300.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,630000.0,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,76161.0,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,,,,,,,,,,,,,,,,,,
34586918,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzdhLzJjL2QxLzg4YWQtNDliNS1iNjA1LTJkOTczY2YxNjJjYQ.xhtml,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzg5Lzg3LzE2L2U0LzU4ZTEtNDg3NC04Njc4LTlkYmFkOTMwOWMxMg.pdf,http://regnskaber.virk.dk/81968543/ZG9rdW1lbnRsYWdlcjovLzAzLzNhLzY2L2MxL2FmLzRlNTEtNGQzYy1hYjc1LTBjYzM2YWQ4ZWI5NA.xml,true,Horsens,8700.0,6.0,Orkesteralle,8700  Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-10-28,2016-10-28,registreret revisor,,30276019.0,34586918.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,Q-revision aps,RUBBER BROKING ApS,Q-revision aps,,,Hedensted,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,2016-10-28,Horsens,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23105112,indberetninger-20180424,2.59278,34586918.0,,2018-03-28T18:56:54.594Z,2016-10-31T19:35:42.084Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-11-JR,2016-10-31T19:35:42.230Z,1006372.0,853117.0,80000.0,1006372.0,5000.0,798440.0,1006372.0,207932.0,8000.0,38862.0,630000.0,88440.0,207932.0,632.0,153255.0,0.0,199300.0,109393.0
