entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityCountry,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalents,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AmountOfComponentOfCashFlowsFromUsedInFinancingActivities,NameOfComponentOfCashFlowsFromUsedInFinancingActivities,AmountOfComponentOfCashFlowsFromUsedInInvestingActivities,NameOfComponentOfCashFlowsFromUsedInInvestingActivities,AmountOfComponentOfCashFlowsFromUsedInOperatingActivities,NameOfComponentOfCashFlowsFromUsedInOperatingActivities,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,AdjustmentsForFairValueGainsLosses,AdjustmentsForFinanceCosts,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,ComprehensiveIncome,ComprehensiveIncomeAttributableToOwnersOfParent,DirectCosts,FinanceCosts,GrossProfit,IncomeTaxExpenseContinuingOperations,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,IncreaseDecreaseInCashAndCashEquivalents,OtherExternalExpenses,PP_A4E476EE_29FF_43EE_9884_7CE32E2DF6C4,PP_ECA541E4_4D7C_4EC2_98F2_8F14325E69C3,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,Assets,CurrentAccruedExpensesAndOtherCurrentLiabilities,CurrentAssets,CurrentLiabilities,CurrentPortionOfNonCurrentPayables,CurrentTradeReceivables,DeferredIncomeClassifiedAsCurrent,Equity,EquityAndLiabilities,InvestmentProperty,IssuedCapital,Liabilities,LongtermBorrowings,NoncurrentAssets,NoncurrentLiabilities,NoncurrentPayablesToRelatedParties,OtherCurrentPayables,RetainedEarnings,TradeAndOtherCurrentPayablesToRelatedParties,TradeAndOtherCurrentPayablesToTradeSuppliers,TradeAndOtherCurrentReceivables,TradeAndOtherCurrentReceivablesDueFromRelatedParties,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31075564,2016-01-01,2016-01-01,instant_LY_only_start,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,281395.0,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_41,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,-3839480.0,Repayment of Berlin Hyp Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_42,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,4094000.0,Receipt from Postbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_43,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,-83929.0,Repayment of Postbank loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_44,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,-536019.0,Repayments (acceptance) on intercompany liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInInvestingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_11,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,,,-1141.0,Disposals of investment property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInOperatingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_1,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,,,,,-20150.0,Changes in current liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInOperatingActivitiesDimension_ifrs-dk_componentOfCashFlowsIdentifier_only_2,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,,,,,-451.0,Changes in lease incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-01-01,2016-12-31,duration_LY_only,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,,,,,,,-17283.0,152123.0,-284562.0,1141.0,-365428.0,-1141.0,267275.0,151895.0,151895.0,266844.0,284562.0,639061.0,2803.0,2803.0,-99294.0,46537.0,-1141.0,-152123.0,151895.0,154698.0,439260.0,905905.0,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2016-12-31,2016-12-31,instant_LY_only,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RiL2Y3LzVmLzViZTYtNDM1NS1iMmZkLWQ5ZjQ2NjY5ZTI5OQ.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2U5LzdiLzUyLzVhZmItNGUwNS05ZDMxLTM4ZTgwZDk2NGViZg.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,281395.0,2018-06-04,31075564.0,34082200.0,Ãrsrapport,Helene Egede Scotwin,MGM 1B ApS,KPMG Acor Tax,2016-01-01,2016-12-31,2017-12-31,10.0,2017-01-01,Ingen bistand,urn:ofk:oid:25762436,indberetninger-20180424,2.3611937000000003,31075564.0,AWPgu48F0wkEsASktjjO,2018-06-08T18:49:56.003Z,2018-06-08T18:49:34.352Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-68-AZ,2018-06-08T18:49:34.916Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9296803.0,35771.0,403848.0,2307051.0,163776.0,122087.0,0.0,-881936.0,9296803.0,8892955.0,282589.0,10178739.0,3794949.0,8892955.0,7871688.0,4076739.0,3221.0,-1164525.0,2098255.0,6028.0,122453.0,366.0,,,
