entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityCountry,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalents,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AmountOfComponentOfCashFlowsFromUsedInFinancingActivities,NameOfComponentOfCashFlowsFromUsedInFinancingActivities,AmountOfComponentOfCashFlowsFromUsedInInvestingActivities,NameOfComponentOfCashFlowsFromUsedInInvestingActivities,AmountOfComponentOfCashFlowsFromUsedInOperatingActivities,NameOfComponentOfCashFlowsFromUsedInOperatingActivities,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,AdjustmentsForFairValueGainsLosses,AdjustmentsForFinanceCosts,AdjustmentsForFinanceIncome,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,ComprehensiveIncome,ComprehensiveIncomeAttributableToOwnersOfParent,DirectCosts,FinanceCosts,GrossProfit,IncomeTaxExpenseContinuingOperations,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,IncreaseDecreaseInCashAndCashEquivalents,OtherExternalExpenses,OtherGainsLosses,PP_A4E476EE_29FF_43EE_9884_7CE32E2DF6C4,PP_ECA541E4_4D7C_4EC2_98F2_8F14325E69C3,ProfitLoss,ProfitLossBeforeTax,ProfitLossFromOperatingActivities,Revenue,Assets,CurrentAccruedExpensesAndOtherCurrentLiabilities,CurrentAssets,CurrentLiabilities,CurrentPortionOfNonCurrentPayables,CurrentPrepayments,CurrentPrepaymentsFromCustomers,CurrentTaxLiabilitiesCurrent,CurrentTradeReceivables,DeferredIncomeClassifiedAsCurrent,DeferredTaxLiabilities,Equity,EquityAndLiabilities,InvestmentProperty,IssuedCapital,Liabilities,LongtermBorrowings,MiscellaneousEquity,NoncurrentAssets,NoncurrentLiabilities,NoncurrentPayablesToRelatedParties,OtherCurrentPayables,OtherCurrentReceivables,RetainedEarnings,TradeAndOtherCurrentPayablesToRelatedParties,TradeAndOtherCurrentPayablesToTradeSuppliers,TradeAndOtherCurrentReceivables,TradeAndOtherCurrentReceivablesDueFromRelatedParties,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31075564,2015-01-01,2015-01-01,instant_LY_only_start,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,84277.0,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_componentOfCashFlowsIdentifier_only_41,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,0.0,Repayment of Berlin Hyp Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_componentOfCashFlowsIdentifier_only_42,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,0.0,Receipt from Postbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_componentOfCashFlowsIdentifier_only_43,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,0.0,Repayment of Postbank loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInFinancingActivitiesDimension_componentOfCashFlowsIdentifier_only_44,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,172090.0,Repayments (acceptance) on intercompany liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInInvestingActivitiesDimension_componentOfCashFlowsIdentifier_only_11,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,,,0.0,Disposals of investment property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInInvestingActivitiesDimension_componentOfCashFlowsIdentifier_only_22,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,,,0.0,Repayments of receivables from group enterprises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInOperatingActivitiesDimension_componentOfCashFlowsIdentifier_only_1,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,,,,,0.0,Lease incentives and leasing costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInOperatingActivitiesDimension_componentOfCashFlowsIdentifier_only_2,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,,,,,-66165.0,Changes in current liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075564,2015-01-01,2015-12-31,duration_LY_IdentificationOfComponentOfCashFlowsFromUsedInOperatingActivitiesDimension_componentOfCashFlowsIdentifier_only_3,,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzQyLzI0Lzg1LzYwM2MtNDdkYS04MWIxLWU0YzFjZDcwNmNiMg.pdf,http://regnskaber.virk.dk/46557013/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2RlL2UzL2YyL2FlNzktNGJkZS1hZGZlLTUzZmM4MjhjZjg4YQ.xml,Denmark,Copenhagen V,1550.0,"5, 4.","c/o Nectar Asset Management ApS, Regnbuepladsen",2900 Hellerup,Tuborg Havnevej 18,,2017-06-09,31075564.0,34082200.0,Ãrsrapport,Henrik Groos,MGM 1B ApS,KPMG Acor Tax,2015-01-01,2015-12-31,2016-12-31,9.0,2016-01-01,Ingen bistand,urn:ofk:oid:24192737,indberetninger-20180424,2.3610613,31075564.0,,2018-03-29T09:43:43.885Z,2017-06-13T14:53:07.123Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-95-YK,2017-06-13T14:53:07.396Z,,,,,-13535.0,Changes in lease incentives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
