entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ResearchAndDevelopmentExpenditure,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
35376232,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,6238.0,3762.0,35376232.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,43.0,0.0,2015-01-01,2015-12-31,2861.0,3719.0,3762.0,2016-12-31,2016-01-01,0.0,10000.0,false,false,858.0,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,
35376232,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,2861.0,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,
35376232,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,105576.0,0.0,80000.0,0.0,105576.0,62823.0,105576.0,105576.0,42753.0,1366.0,1366.0,0.0,105576.0,5000.0,-17177.0,41387.0,16981.0,0.0,0.0,19406.0,
35376232,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,5178.0,-33752.0,35376232.0,-13574.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,0.0,57406.0,2015-01-01,2015-12-31,22444.0,23654.0,-33752.0,2016-12-31,2016-01-01,25000.0,10000.0,false,false,1210.0,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,
35376232,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,
35376232,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,Mary-Ann Mose
35376232,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,Bo Villumsen
35376232,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,Mohammad Haris Aftab
35376232,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,Lars GjÃ¸ls Andersen
35376232,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2LzE0LzM3Lzk4LzYzZDItNGZkZC05MmU0LThiYTJlNmFmMTM2OA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzlhLzNiLzJiL2I0ZDktNGE4Yy1hYjliLWE4ZDdjOTVkZDg0YQ.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I0LzY3LzM5L2I3MmEtNGQxNC04MjQxLTFjOWRhYzVhNWFhOA.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1754 KÃ¸benhavn V,"Hedebygade 13,1.",Regnskabsklasse B,2017-04-19,,,35376232.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,,,2015-01-01,2015-12-31,22444.0,,,2016-12-31,2016-01-01,,,false,false,,28193381.0,false,false,Ingen bistand,urn:ofk:oid:23742689,indberetninger-20180424,2.5949402000000004,35376232.0,,2018-03-27T14:41:54.329Z,2017-04-20T15:56:43.749Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-30-ZK,2017-04-20T15:56:43.920Z,,,,,,,,,,,,,,,,,,,,,
