entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalents,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,AcquiredPatents,Assets,ContributedCapital,CurrentAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
35376232,2014-01-01,2014-12-31,c10,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,-15547.0,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35376232,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,-15547.0,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,-5615.0,-13932.0,15615.0,0.0,4000.0,-15547.0,-5615.0,10000.0,0.0,,,,,,,,,,,,,,,,,,,
35376232,2014-12-31,2014-12-31,c12,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,105576.0,106434.0,80000.0,858.0,59962.0,105576.0,106434.0,46472.0,185.0,185.0,105576.0,5000.0,858.0,-20038.0,46287.0,21881.0,858.0,19406.0,
35376232,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,2861.0,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,3762.0,0.0,6238.0,43.0,0.0,3719.0,3762.0,10000.0,858.0,,,,,,,,,,,,,,,,,,,
35376232,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35376232,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary-Ann Mose
35376232,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo Villumsen
35376232,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Tschernia
35376232,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asger Egekvist
35376232,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzQ5L2M2LzIwLzQ2MjktNDM2OS1hZDlmLTEyYWNjNWI1NjVkNA.xhtml,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2QyLzE0L2RjL2VlZTQtNDU2Ny04M2QxLTY2M2YxZjdkNGZlOA.pdf,http://regnskaber.virk.dk/23267353/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q1LzNiLzU4L2M2OTYtNDRkOC04MTRkLWFiODlmM2JiM2JlMw.xml,true,KÃ¸benhavn Ã,2100.0,"1, 2 tv",Kroghsgade,1862 Frederiksberg,Rathsacksvej 4,0.0,Regnskabsklasse B,2016-05-09,2016-05-09,35376232.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uffe Egekvist,Uffe Egekvist,Nykredit Bank,KOMPLEMENTARANPARTSSELSKABET CHASERACE,Ebbe Kirkeby Ravn,KÃ¸benhavn,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,false,false,28193381.0,false,false,Ingen bistand,urn:ofk:oid:22497317,indberetninger-20180424,2.5949414,35376232.0,,2018-03-29T08:47:53.365Z,2016-05-30T17:57:32.343Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-40-RZ,2016-05-30T17:57:32.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Christensen
