entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,AverageNumberOfEmployees,CurrentTaxExpense,DistributionCosts,ExchangeRateAdjustmentsOtherFinanceIncome,GrossProfitLoss,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,PlaceOfSignatureOfStatement,NameAndSurnameOfMemberOfSupervisoryBoard
25826523,2015-01-01,2015-01-01,c696,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,500000.0,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2015-01-01,2015-01-01,c717,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,-10730599.0,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2015-01-01,2015-12-31,c54,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,3841000.0,11.0,0.0,5192000.0,-70000.0,7408000.0,-70000.0,-1695000.0,-1695000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2015-01-01,2015-12-31,c69,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,-1695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2015-12-31,2015-12-31,c70,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,-11925000.0,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,,,,4838000.0,892000.0,500000.0,4620000.0,93000.0,184000.0,34000.0,685000.0,4838000.0,16763000.0,184000.0,685000.0,218000.0,1360000.0,56000.0,34000.0,-12425000.0,16763000.0,15125000.0,0.0,3043000.0,278000.0,2894000.0,,,,
25826523,2016-01-01,2016-01-01,c206,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91806.0,125449.0,,
25826523,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,3857406.0,11.0,0.0,5385672.0,111450.0,9679234.0,111450.0,547606.0,547606.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Glostrup,
25826523,2016-01-01,2016-12-31,c1967,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2016-01-01,2016-12-31,c207,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826523,2016-01-01,2016-12-31,c68,,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzM3L2RiLzBhLzliLzhiNDQtNDc2NS04NzNiLTIyM2M2NDJjMTdkMw.pdf,http://regnskaber.virk.dk/32562852/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzlhLzE3LzM2LzQ2YzctNDg3MC04YjUxLWJmMzEyOWM1NjIxOQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Glostrup,2600.0,40.0,Ejby Industrivej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2017-01-31,2017-03-21,-5312.0,Statsaut. revisor,,32895468.0,25826523.0,Ãrsrapport,Jan Molin,Colin John Blackwell,Colin John Blackwell,Beierholm,Wilson Tool International A/S,Beierholm,Glostrup,2016-12-31,2016-01-01,2017-01-31,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:23919095,indberetninger-20180424,2.5118417999999996,25826523.0,,2018-03-28T05:50:17.854Z,2017-05-23T07:48:13.120Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-83-FR,2017-05-23T07:48:13.305Z,,,,,,,,547606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
