entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
32666663,2014-01-01,2014-01-01,c470,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",125000.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2014-01-01,2014-01-01,c494,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",25338.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,349450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,349450.0,36685.0,1616984.0,2133534.0,124372.0,15584.0,464281.0,479865.0,62747.0,114831.0,1429865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2014-01-01,2014-12-31,c495,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,349450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",499788.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,1231652.0,633311.0,125000.0,1012003.0,9631.0,87149.0,267843.0,0.0,1231652.0,726889.0,132500.0,107219.0,219649.0,0.0,132500.0,496461.0,87149.0,4975.0,4975.0,160624.0,374788.0,42215.0,726889.0,110849.0,22849.0,117306.0,70907.0,78369.0
32666663,2014-12-31,2014-12-31,c472,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",125000.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2014-12-31,2014-12-31,c496,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",374788.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2015-01-01,2015-01-01,c181,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",125000.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666663,2015-01-01,2015-01-01,c199,,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzVmLzI3LzlkLzZjYWUtNGU2Ny1hZTliLWRkN2Q5MGZmOGVjNg.pdf,http://regnskaber.virk.dk/36666623/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2M2L2E4LzM5L2U4NTMtNDhlNy1iNzM4LWJiOTkzNDkyNGIzYw.xml,BÃ¸vlingbjerg,7650.0,2.0,Ãbrinkvej,"7620, Lemvig","Andrupsgade, 7",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-12,2016-05-12,2009-12-21,2016-05-12,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, bil, lokaler m.v",374788.0,32666663.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for Hornvarefabrikken ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peder FrÃ¸lund Buch,Peder FrÃ¸lund Buch,Hornvarefabrikken ApS,"VESTJYSK REVISION, Statsautoriseret revisionsaktieselskab",BÃ¸vlingbjerg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig Kommune,2015-12-31,2015-01-01,2016-05-12,Lemvig,97885079.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22367535,indberetninger-20180424,2.5118406,32666663.0,,2018-03-28T20:16:28.444Z,2016-05-17T06:31:43.100Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-98-UA,2016-05-17T06:31:43.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
