entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ProposedExtraordinaryDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables
28970196,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,197299.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,-7347.0,192425.0,131211.0,180977.0,234844.0,37545.0,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,-192425.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,-4874.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-12-31,2016-12-31,ID_5,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,31400132.0,13905.0,154804.0,11638930.0,31179170.0,31400132.0,220962.0,19761202.0,19761202.0,19761202.0,11633.0,0.0,0.0,18944693.0,12079673.0,14.0,220962.0,209315.0,11625025.0,11296570.0,328455.0
28970196,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,-1105279.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,-22500.0,-1242155.0,-281.0,209232.0,-1055142.0,50137.0,,,,,,,,,,,,,,,,,,,,,
28970196,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,-105800.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzAwLzJkLzJkLzAyMzgtNDgxZC1hOGU4LThiNzY4NWUzN2U0Mg.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2I4LzI5LzMwL2E2NTQtNGNhYi1iZmM3LTUyZGYzNDEwZDNlNQ.xml,true,"5700, Svendborg","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,2018-06-05,2018-06-05,2018-06-07,35486178.0,28970196.0,35486178.0,mne11737,Ãrsrapport,Ole Nielsen,Carsten Olesen,Carsten Olesen,RevisionsFirmaet Edelbo,DK-Maskiner ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Aarup,2016-01-01,2016-12-31,-103400.0,2017-12-31,2017-01-01,false,2018-06-05,Svendborg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25752271,indberetninger-20180424,2.5118437,28970196.0,AWPcYCXy0wkEsASkthhp,2018-06-07T22:31:39.896Z,2018-06-07T22:31:15.927Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-44-NM,2018-06-07T22:31:16.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
