entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28970196,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,1922191.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,-4920409.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,3099418.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,-5205.0,3077809.0,21620.0,60911.0,3111895.0,-5205.0,12477.0,,,,,,,,,,,,,,,,,,,,,,,
28970196,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,-101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,31737550.0,12898.0,154804.0,7168773.0,31083071.0,31737550.0,654479.0,24568777.0,24568777.0,24568777.0,1633.0,101200.0,18752268.0,12074799.0,14.0,654479.0,132467.0,7155875.0,7155875.0,510365.0,0.0,10000.0,
28970196,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,197299.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,-7347.0,192425.0,131210.0,180976.0,234844.0,-7347.0,37545.0,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,-4874.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28970196,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carsten Olesen
28970196,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2IxLzQ2LzExL2ZkNjQtNDhkMC04MjQ1LTk5MzRjMDRhMWNjZA.pdf,http://regnskaber.virk.dk/69107982/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzhlLzUwL2EyLzE5ZmItNGFlZi04YWIwLWMwMTlmMjllNjhiYg.xml,true,"5492, Vissenbjerg",Damsbovej 11,Til kapitalejerne i DK-Maskiner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-06-23,2017-06-23,2005-08-17,2017-06-23,34205078.0,28970196.0,34205078.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for DK-Maskiner ApS.,Ãrsrapport,Carsten Olesen,ERC Revision,Spar Nord,DK-Maskiner ApS,Centrovice,Aarup,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Assens, 420",2016-12-31,2016-01-01,false,2017-06-23,Vissenbjerg,64433040.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24287099,indberetninger-20180424,2.5097342,28970196.0,,2018-03-29T18:02:52.585Z,2017-06-23T11:45:15.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-91-VU,2017-06-23T11:45:15.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
