entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,NameAndSurnameOfMemberOfExecutiveBoard
31481074,2015-01-01,2015-12-31,ID_3,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31481074,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,820.0,281061.0,286210.0,812.0,1412.0,3845.0,4929.0,4329.0,1084.0,,,,,,,,,,,,,,,,,
31481074,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,-3845.0,,,,,,,,,,,,,,,,,,,,
31481074,2015-12-31,2015-12-31,ID_9,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,,,,,183406.0,161724.0,125000.0,182996.0,7306.0,115649.0,410.0,183406.0,67757.0,410.0,67757.0,410.0,-9351.0,67757.0,21272.0,13966.0,
31481074,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,410.0,271220.0,253188.0,181.0,606.0,-25323.0,-18017.0,-18442.0,7306.0,,,,,,,,,,,,,,,,,
31481074,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Nielsen
31481074,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31481074,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31481074,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31481074,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzc4L2FiLzcyLzAzN2ItNDk3NS04NDkxLTMwNDZkYzEyZmE5Ng.pdf,http://regnskaber.virk.dk/47018413/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzU4L2E2LzhjL2ZjNjktNDZhYS05NmUzLWI5ZDlmNGViZjUxMQ.xml,"8000, Ãrhus C","Inge Lehmanns Gade 10, 6.",Til den daglige ledelse i Skagen Bunker Museum ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-06-01,2017-06-01,2008-06-04,2017-06-14,34330042.0,31481074.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Skagen Bunker Museum ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Nielsen,CURA revision,Nordjyske Bank,Skagen Bunker Museum ApS,"CURA revision, Registreret revisionsvirksomhed",HjÃ¸rring,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-06-01,Aarhus,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24207195,indberetninger-20180424,2.5118449000000003,31481074.0,,2018-03-29T11:03:34.562Z,2017-06-14T17:51:39.612Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-10-WP,2017-06-14T17:51:39.842Z,,,,,,25323.0,,,,,,,,,,,,,,,,,,,,
