entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,ExtraordinaryExpenses,ExtraordinaryIncome,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherTaxExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
51650115,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,116341.0,Registreret revisor,0.0,168680.0,377288.0,1729627.0,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,68463.0,119253.0,70903.0,19346.0,SÃ¸borg,133212.0,2012-07-01,2013-06-30,278789.0,208418.0,256768.0,2014-06-30,2013-07-01,2014-11-24,Farum,79153.0,Andre erklÃ¦ringer uden sikkerhed,1154843.0,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2012-07-01,2013-06-30,c5,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,278000.0,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2012-07-01,2013-06-30,c7,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,789.0,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2013-06-30,2013-06-30,c9,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,2556192.0,35507.0,200000.0,1961031.0,56414.0,200624.0,595160.0,525639.0,2556192.0,2353569.0,343270.0,1.0,1.0,343270.0,525639.0,595161.0,391391.0,72696.0,595160.0,278000.0,1999.0,1999.0,624.0,968941.0,133900.0,2010299.0,7951.0,1399885.0,1123302.0,230116.0,147473.0,
51650115,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,157377.0,Registreret revisor,182536.0,0.0,-87412.0,1877238.0,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,99526.0,127553.0,64698.0,32891.0,SÃ¸borg,205962.0,2012-07-01,2013-06-30,-121352.0,95124.0,157979.0,2014-06-30,2013-07-01,2014-11-24,Farum,1049.0,Andre erklÃ¦ringer uden sikkerhed,1256394.0,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2013-07-01,2014-06-30,c1,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUNI REVISION I/S
51650115,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,0.0,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,-121352.0,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51650115,2014-06-30,2014-06-30,c8,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8vcGRmcy81MTY1MDExNTtBcFMyNTE4OzIwMTMwNzAxOzIwMTQwNjMwO1I7Ug.pdf,http://regnskaber.virk.dk/51105615/Y3ZyLmRrOi8veGJybHMvWC04QkVBNkFBNy0yMDE0MTIxNV8wOTU1NDBfNzk2.xml,Danmark,DK,Farum,3520.0,44.0,Farum Hovedgade,SÃ¸borg,2860.0,55A,SÃ¸borg Hovedgade,3520 Farum,Farum Hovedgade 44,Til ledelsen i Mathiesen & Nebeling Optik ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-23,2014-12-01,,Registreret revisor,,,,,17811371.0,51650115.0,1001364677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ole Lund Pedersen,Niels Nebeling,Niels Raben Nebeiling,Arbejdernes Landsbank og Spar Nord Bank,MATHIESEN & NEBELING OPTIK ApS,Luni Revision,,,,,SÃ¸borg,,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-11-24,Farum,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:13997623,indberetninger-20180424,2.5124211,51650115.0,,2018-04-01T05:06:15.496Z,2014-12-15T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-279.703,2014-12-15T23:00:00.000Z,2982092.0,32309.0,200000.0,1964308.0,39243.0,79272.0,1017783.0,606061.0,2982092.0,2867930.0,747937.0,1.0,1.0,747937.0,606061.0,1017784.0,390711.0,62589.0,1017783.0,0.0,34890.0,34890.0,-120728.0,1157744.0,133000.0,2119993.0,6992.0,1325938.0,1096822.0,431546.0,127284.0,
