entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates
31480264,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,125000.0,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-01-01,c719,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,1452480.0,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,70874.0,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,105800.0,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,-9092.0,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,241354.0,-3125.0,244646.0,1096.0,240425.0,-3125.0,-929.0,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-12-31,c459,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,144646.0,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-12-31,c720,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,144646.0,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,-9092.0,,,,,,,,,,,,,,,,,,,,,,,
31480264,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2IxLzVjLzMwLzFjZjItNDkxNS04NGY2LTBjODVkZDlkZTg3Nw.pdf,http://regnskaber.virk.dk/46208413/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzEzLzE4LzgyLzlhNDktNDBjMC1iMTQ3LTM3MjA0ZGFkZjhkMQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Gjerlev J,8983.0,Stouby,"Hadsundvej 484,","8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-20,2019-03-20,2019-04-10,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration,randers@kvistjensen.dk,1889708.0,36717785.0,31480264.0,36717785.0,mne34336,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Stensgaard Invest Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Thomas Hedegaard,Ove Stensgaard Nielsen,Ove Steensgaard Nielsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Stensgaard Invest Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Gjerlev J,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,ApS,RMF. Holding ApS,Randers,2018-12-31,2018-01-01,33.0,2019-03-20,Randers SÃ,86 41 21 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26982051,indberetninger-20180424,2.5124211,31480264.0,AWoQa4xdRYGX6_YTG05_,2019-04-12T07:21:40.494Z,2019-04-12T07:20:44.140Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-72-DS,2019-04-12T07:20:44.429Z,,,,,,,,1930445.0,5594.0,125000.0,93815.0,16139.0,1930445.0,40737.0,1836630.0,1836630.0,1836630.0,40737.0,105800.0,1597126.0,61782.0,40737.0,88221.0,72082.0
