entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
37046582,2016-07-01,2017-06-30,ID_10,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,287648.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2016-07-01,2017-06-30,ID_12,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,-524002.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,236354.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,51787.0,1452551.0,1814625.0,190.0,0.0,303076.0,310287.0,7401.0,66722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,1077471.0,442863.0,248412.0,50000.0,731097.0,29301.0,584002.0,346374.0,1077471.0,475577.0,103502.0,103502.0,0.0,346374.0,157976.0,0.0,346374.0,524002.0,17892.0,17892.0,0.0,10000.0,372076.0,29225.0,69709.0,288234.0,10521.0,94210.0,0.0,20955.0,0.0,
37046582,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,218862.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,77988.0,1756813.0,2180248.0,36.0,25016.0,281778.0,320431.0,38689.0,62916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2017-07-01,2018-06-30,ID_11,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,-200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2017-07-01,2018-06-30,ID_13,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,-18862.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37046582,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VjLzkwLzk0LzM2MDAtNDc5Yy05NGZjLTI0MDhmMDIyOGQ3Yg.pdf,http://regnskaber.virk.dk/28564073/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmLzllLzcxLzVmLzEwZTMtNDJmNi1hZjQ4LWMwYzJiYWM2MDVhZA.xml,true,"Horsens, 8700","Erhvervsbyvej 13, 1.",Til den daglige ledelse i Murerfirmaet Lindahl ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-10-01,2018-10-01,2015-09-01,2018-10-01,lindahlaps@hotmail.com,36563877.0,37046582.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Murerfirmaet Lindahl ApS.,Ãrsrapport,Jan Taylor Hansen,SÃ¸ren Lindahl Andersen,LMO Erhvervsrevision,Murerfirmaet Lindahl ApS,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",Hornborg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"766, Hedensted",2018-06-30,2017-07-01,false,2018-10-01,Horsens,21604959.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26178419,indberetninger-20180424,2.5122786,37046582.0,AWZDcKsw5OzuYdPkE-Xq,2018-10-05T08:56:18.922Z,2018-10-05T08:55:46.667Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AY-97-GP,2018-10-05T08:55:46.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
