entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsOfEquityRelatedToInvestments,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
27285848,2015-05-01,2016-04-30,c347,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",638.0,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,5625.0,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,-220991.0,Ãrsrapport,8599.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,880.0,8599.0,880.0,Herlev,2015-05-01,2016-04-30,-219535.0,-218897.0,-226616.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,638.0,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,,,,,,,,,,,,,,,,,,,
27285848,2015-05-01,2016-04-30,c350,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,101200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,,,,,,,,,,,,,,,,,,,
27285848,2015-05-01,2016-04-30,c368,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,-320735.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,,,,,,,,,,,,,,,,,,,
27285848,2016-04-30,2016-04-30,c398,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,2453391.0,125000.0,2399652.0,2453391.0,53739.0,2264439.0,2264439.0,2264439.0,1.0,51667.0,101200.0,2173452.0,53739.0,188952.0,188952.0,2072.0,,,,,
27285848,2016-05-01,2016-05-01,c401,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,125000.0,,,,,,,,,,,,,,,,,,
27285848,2016-05-01,2016-05-01,c428,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,2173452.0,,,,,,,,,,,,,,,,,,
27285848,2016-05-01,2016-05-01,c432,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,101200.0,,,,,,,,,,,,,,,,,,
27285848,2016-05-01,2016-05-01,c736,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,,,,,,,,,,,,,,,-383561.0,2648000.0,,,
27285848,2016-05-01,2017-04-30,c0,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",0.0,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,6250.0,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,-440935.0,Ãrsrapport,5128.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,5128.0,0.0,Herlev,2015-05-01,2016-04-30,-442057.0,-442057.0,-447185.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,0.0,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,,,,,,,,,,,,,,,,,Til kapitalejerne i Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
27285848,2016-05-01,2017-04-30,c2,,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzAwLzYzLzM5LzdiYTQtNGNmOC1iODdlLThhYmU4M2U5NmIxYQ.pdf,http://regnskaber.virk.dk/84858272/ZG9rdW1lbnRsYWdlcjovLzAzLzRmLzY0LzAxLzg4L2M0MmItNDQ1Mi05YTY5LTA1MDAxMmYwNTQ5Ng.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2730 Herlev,Herlev Hovedgade 201 C,DK-1561 KÃ¸benhavn V,Havneholmen 29,151616.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",,2017-10-09,2003-07-17,2017-10-09,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 0 t.kr. pr. balancedagen.,-101200.0,,20222670.0,27285848.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2016 - 30. april 2017 for Fakta Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim K. SÃ¸rensen,Henrik Barsing,Henrik Barsing,Fakta Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Herlev,2015-05-01,2016-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2017-04-30,2016-05-01,-440935.0,true,2017-10-09,KÃ¸benhavn,,151616.0,urn:ofk:oid:24578056,indberetninger-20180424,2.5118406,27285848.0,,2018-03-27T11:29:52.487Z,2017-10-09T13:52:52.854Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AZ-47-ES,2017-10-09T13:52:52.970Z,,,,,,,,,,,,,,,,,,,,,
