entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,InvestmentsGross,NameOfAuditFirm
34217599,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,-3125.0,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,Ikast,-3125.0,-3125.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,,,,,,,,
34217599,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,-3125.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,,,,,,,,
34217599,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,68080.0,68080.0,80000.0,68080.0,64955.0,68080.0,3125.0,0.0,0.0,0.0,0.0,0.0,3125.0,-15045.0,3125.0,,
34217599,2014-01-01,2014-01-01,c116,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,,,,,,,0.0,
34217599,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,80000.0,,,,,,,,,,,,
34217599,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,-15045.0,,,,,,,,,,,,
34217599,2014-01-01,2014-01-01,c185,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,0.0,,,,,,,
34217599,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,-5125.0,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-3500.0,Ikast,-8625.0,-8625.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
34217599,2014-01-01,2014-12-31,c117,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,,,,,,,,
34217599,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzQyLzkwLzU0LzM4ZDctNGFlYS1iMTM5LWZiNWQxYzU4OTc2OA.pdf,http://regnskaber.virk.dk/99571243/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzkyLzliL2UxL2Q3MDctNDZmOC04MzcxLTllM2NmN2M2Y2Q4YQ.xml,1.0,175000.0,Silkeborg,8600.0,34.0,Papirfabrikken,Ikast,7430.0,12.0,StrÃ¸get,7430  Ikast,Haslevej 17,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i Mikael Thomsen 2012 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-05-29,2012-01-26,2015-05-31,Statsautoriseret revisor,,34217599.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Mikael Thomsen 2012 Holding ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Kloborg,Mikael Thomsen,Mikael Thomsen,Nordea A/S,Mikael Thomsen 2012 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Ikast,-8625.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,3.0,2014-01-01,2015-05-29,Silkeborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5471061,indberetninger-20180424,2.5118417999999996,34217599.0,,2018-03-30T15:14:29.245Z,2015-06-08T11:15:16.347Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-31-WQ,2015-06-08T11:15:16.614Z,,,,,,,,,,,,,,,,,
