entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
36891793,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,59721.0,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,413336.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,2362.0,Aarhus,2016-01-01,2016-12-31,351253.0,351253.0,353615.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,0.0,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,,,
36891793,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,351253.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,,,
36891793,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,3282640.0,92501.0,5250000.0,5467.0,3204004.0,3282640.0,78636.0,1471786.0,0.0,1471786.0,1471786.0,0.0,53636.0,-2045996.0,78636.0,1718353.0,1712886.0,25000.0,,,
36891793,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,5250000.0,,,,,,,,,,,,,,,,
36891793,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,-2045996.0,,,,,,,,,,,,,,,,
36891793,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,40235.0,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,317593.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,3487.0,Aarhus,2016-01-01,2016-12-31,273871.0,273871.0,277358.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,0.0,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
36891793,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,273871.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,,,
36891793,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,273871.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,,,
36891793,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
36891793,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2Q1L2IxLzFkLzQ5ZmQtNDNiZi1hYjUyLTZlNDVhMDQyNzQ5Yg.pdf,http://regnskaber.virk.dk/39719863/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzM0LzBhLzlhLzliMGMtNDRlYS04MTRjLTM5ZDY4N2MxMjEyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,2-6,Skt. Clemens Torv,8000 Aarhus C,Silkeborgvej 2,DK-8000 Aarhus C,Kystvejen 29,Til ejerne af K/S Obton Solenergi Cristal 6,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-02-27,2015-04-28,2018-02-27,Statsautoriseret revisor,,20222670.0,36891793.0,20222670.0,mne32168,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for K/S Obton Solenergi Cristal 6.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Dorte Harriet Melchior JÃ¸rgensen,Anders Marcus,Nordea,K/S Obton Solenergi Cristal 6,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,true,2018-02-27,Aarhus,,Formand,urn:ofk:oid:25133910,indberetninger-20180424,2.5118406,36891793.0,,2018-04-04T03:16:20.437Z,2018-03-05T15:49:54.749Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-07-CZ,2018-03-05T15:49:54.933Z,,,,,,,,,,,,,,,,,,,,,
