entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,GrossResult,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
32294278,2016-10-01,2016-10-01,c172,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,4102663.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2016-10-01,c235,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,617000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2016-10-01,c704,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2016-10-01,c725,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,7861734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2017-09-30,c120,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,6104478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,,1025330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,6104478.0,,-42500.0,36578.0,5989345.0,226685.0,6136952.0,-42500.0,-6179000.0,32474.0,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2016-10-01,2017-09-30,c726,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,6104478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2017-09-30,2017-09-30,c176,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,5127993.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,,,,,,,,,,,5127993.0,,,,,,,,,,,,,,,,,,,,,,,,
32294278,2017-09-30,2017-09-30,c237,,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2MzL2E5LzE3LzUzOTEtNDM1Zi05ZjUyLTRjNjRiZjNmOTEyZA.pdf,http://regnskaber.virk.dk/87249223/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzFlL2ViLzQxLzhjYWUtNDU0OS1hZDYzLTYxYmJjNmExZmE4NQ.xml,Danmark,Glostrup,2600.0,56.0,Hovedvejen,Farum,3520.0,27.0,Rugmarken,"2600, Glostrup","Hovedvejen, 56",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-04-04,2019-04-04,2009-07-20,2019-04-04,Statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,pkf@pkf.dk,14119299.0,32294278.0,14119299.0,mne3644,"Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Coco Invest, BirkerÃ¸d ApS.",Ãrsrapport,617000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",H. Munkebo Christiansen,Torben Lymann Wibroe,Torben Lymann Wibroe,"PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab","Coco Invest, BirkerÃ¸d ApS","PKF Munkebo Vindelev, Statsautoriseret Revisionsaktieselskab",Farum,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,FuresÃ¸ Kommune,2018-09-30,2017-10-01,2019-04-04,Glostrup,43 96 06 56,RevisionspÃ¥tegning,urn:ofk:oid:27647578,indberetninger-20180424,2.5122902000000003,32294278.0,AWu32jxqIXJRhhXBLrOf,2019-07-03T12:41:15.515Z,2019-07-03T12:41:00.353Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AW-23-FW,2019-07-03T12:41:00.604Z,,,,,,,,,,,,617000.0,,,,,,,,,,,,,,,,,,,,,,,,
