entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,ShorttermReceivables,ShorttermTaxReceivables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
20614846,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,127.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,-11875.0,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,700.0,9000.0,Odense,2015-10-01,2016-09-30,-3702.0,-3575.0,-11875.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,127.0,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,,,
20614846,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,-3702.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,,,
20614846,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,586768.0,25308.0,200000.0,586768.0,586768.0,10000.0,10000.0,10000.0,545850.0,386768.0,545850.0,5610.0,5610.0,,,
20614846,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,200000.0,,,,,,,,,,,,
20614846,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,386768.0,,,,,,,,,,,,
20614846,2016-10-01,2016-10-01,c570,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,10000.0,,
20614846,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,0.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,-45494.0,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,25.0,41744.0,Odense,2015-10-01,2016-09-30,-3775.0,-3775.0,-45494.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,0.0,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
20614846,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,-3775.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,,,
20614846,2016-10-01,2017-09-30,c254,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,-3775.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,,,
20614846,2016-10-01,2017-09-30,c305,,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2JjL2NkLzQ2L2Q4MmUtNDZjOS05MTU0LTcxMjFkNDg5NDEyMQ.pdf,http://regnskaber.virk.dk/64841602/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2ZiLzlmL2I1L2NhZDEtNGZhMi1hYTU5LWVhNzNhNjg0MGEzNQ.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,KornmodvÃ¦nget 7,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Wiingreen Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-02-01,1997-12-04,2018-02-01,Statsautoriseret revisor,,20222670.0,20614846.0,20222670.0,mne2272,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Wiingreen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Karsten Wiingreen,Karsten Danquardt Wiingreen,Wiingreen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-09-30,2016-10-01,false,2018-02-01,Kolding,,urn:ofk:oid:25017585,indberetninger-20180424,2.5118406,20614846.0,,2018-04-03T18:26:44.718Z,2018-02-05T09:17:43.064Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-93-TH,2018-02-05T09:17:43.262Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
