entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
32937012,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_2,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,Ole Schou
32937012,2014-01-01,2014-12-31,ID_3,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_4,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_5,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_6,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_7,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
32937012,2014-12-31,2014-12-31,ID_9,,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5L2NjL2I2LzE3L2FlMTUtNDkzYi04MzljLTFiYjBlYzkxOTE3Yg.pdf,http://regnskaber.virk.dk/21073923/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzUyLzc5Lzc1LzhhMjAtNDJlNC1iNDk0LTgxYjU3MWNkZjA5Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i SCHOU GROUP APS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-05-05,2010-05-26,2015-05-06,0.0,32937012.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for SCHOU GROUP APS.,Ãrsrapport,0.0,Ole Schou,SCHOU GROUP APS,ATTIRI Statsautoriseret Revisionsaktieselskab,0.0,"851, Aalborg",2014-12-31,2014-01-01,2015-05-05,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5206438,indberetninger-20180424,2.5118417999999996,32937012,,2018-03-30T08:57:54.663Z,2015-05-07T08:37:06.490Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-43-WU,2015-05-07T08:37:06.566Z,
