entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,DevelopmentProjectsInProgress,Equity,IntangibleAssets,LiabilitiesAndEquity,NoncurrentAssets,RetainedEarnings,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
27092225,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",0.0,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,0.0,0.0,0.0,2015-06-30,2014-07-01,0.0,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,
27092225,2013-07-01,2014-06-30,c8,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,0.0,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,
27092225,2014-06-30,2014-06-30,c10,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,5000000.0,500000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,4500000.0,,
27092225,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",0.0,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,-5000000.0,-5000000.0,-5000000.0,2015-06-30,2014-07-01,0.0,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,
27092225,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,SYDDANSK REVISION,
27092225,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,
27092225,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,Lasse Leif Hessel
27092225,2014-07-01,2015-06-30,c4,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,Jesper Malling
27092225,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,Torben SÃ¸gaard-Andersen
27092225,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzVjLzBlLzVmL2VlNWYtNDAwNS04YTgzLTQ5ZWJmYTIxOWZhMA.xhtml,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzQwLzk0LzMzL2MyMjgtNGNiNy1hMTI4LWJiZDJiOTdmM2E5NA.pdf,http://regnskaber.virk.dk/52229072/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzY5LzVmLzcxLzMzMzgtNGI4My04MWNlLWE1OWIzMjYzZTJjYw.xml,Danmark,DK,Munkebo,5330.0,26.0,NÃ¦sset,Svendborg,5700.0,111.0,Rantzausmindevej,5330 Munkebo,NÃ¦sset 26,Til ledelsen i BIO TAP A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-16,5000000.0,Godkendt revisionsfirma,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet indgÃ¥rÂ i en dansk sambeskatning med BIO TAP A/S som administrationsselskab. Selskabet hÃ¦fter derforÂ i henhold tilÂ selskabsskattelovens regler herom fra og med 1. juli 2012 for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter fra de sambeskattede selskaber.</p>",,15681586.0,27092225.0,1004059193.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"Registreret revisor, Lennard Skjoldemose Hansen",Lasse Hessel,Lasse Leif Hessel,BIO MESH A/S,SYDDANSK REVISION,Svendborg,2013-07-01,2014-06-30,-5000000.0,,,2015-06-30,2014-07-01,,2015-09-10,NÃ¦sset,0.0,63217200.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21644226,indberetninger-20180424,2.5926085,27092225.0,,2018-03-30T14:34:27.561Z,2015-11-20T14:54:43.549Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AG-50-ZX,2015-11-20T14:54:43.684Z,,,,,,,,,,
