entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,InvestmentsWithNegativeEquityDepreciatedOverReceivables,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossRelatedToInvestments,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
26390745,2014-07-01,2015-06-30,c175,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,6014.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,47496.0,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,-11820.0,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,-197957.0,Ãrsrapport,26728.0,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,321325.0,294597.0,Faaborg,58038.0,111548.0,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,-53510.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,,,,,,,,,,,,,,,,,,,,
26390745,2014-07-01,2015-06-30,c178,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,99800.0,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,,,,,,,,,,,,,,,,,,,,
26390745,2014-07-01,2015-06-30,c196,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,-41762.0,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,,,,,,,,,,,,,,,,,,,,
26390745,2015-06-30,2015-06-30,c173,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,2531094.0,17130.0,125000.0,2528448.0,2531094.0,2646.0,102279.0,102279.0,102279.0,2146621.0,1875.0,4016.0,99800.0,2303648.0,2146621.0,2646.0,771.0,0.0,265064.0,261048.0,,,
26390745,2015-07-01,2015-07-01,c227,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,125000.0,,,,,,,,,,,,,,,,,,,
26390745,2015-07-01,2015-07-01,c254,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,2303648.0,,,,,,,,,,,,,,,,,,,
26390745,2015-07-01,2015-07-01,c258,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,99800.0,,,,,,,,,,,,,,,,,,,
26390745,2015-07-01,2015-07-01,c564,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,,,,,,,,,,,,,,,,,,-2932404.0,2611415.0,
26390745,2015-07-01,2016-06-30,c0,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,10821.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,-8979.0,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,-427524.0,Ãrsrapport,26728.0,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-133363.0,106662.0,79934.0,Faaborg,-474025.0,-463204.0,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,-10821.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
26390745,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzJjL2Q0LzlhLzdmMTctNDgxNy1hNzlkLWYxYTVmNDkwZGY2Mg.pdf,http://regnskaber.virk.dk/54709362/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzY2L2Y0Lzc2LzY2YmMtNGU3Yy1iMThjLWFlZjlmYTkwYTRkZA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5600 Faaborg,Peter Wessels Vej 11,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i EVK Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-10-31,2016-11-01,Statsautoriseret revisor,-99800.0,,20222670.0,26390745.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for EVK Holding ApS.,,Ãrsrapport,,850535.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Ejvind V. Kristensen,Ejvind V. Kristensen,EVK Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,101200.0,,-427524.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2016-06-30,2015-07-01,false,2016-10-31,Kolding,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23119480,indberetninger-20180424,2.5096006,26390745.0,,2018-03-28T19:39:01.414Z,2016-11-04T09:18:43.989Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BG-49-QA,2016-11-04T09:18:44.306Z,,,,,,,,,,,,,,,,,,,,,,,
