entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,InvestmentsWithNegativeEquityDepreciatedOverReceivables,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
26390745,2012-07-01,2012-07-01,c172,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,-2142303.0,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,2011415.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2012-07-01,c398,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2012-07-01,c416,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,2774304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2012-07-01,c419,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2013-06-30,c106,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2013-06-30,c120,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,-139707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2013-06-30,c174,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,,0.0,440933.0,-205205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,-43107.0,,,,-25580.0,-205205.0,199771.0,41907.0,10893.0,-25580.0,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2013-06-30,c417,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,-139707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26390745,2012-07-01,2013-06-30,c420,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8vcGRmcy8yNjM5MDc0NTtBcFMyOTQ0NTE7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/54709362/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDE0MTIwMV8xMzQ0NDVfMTEx.xml,,Faaborg,5600.0,7600.0,Torvegade,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-11-28,2001-12-14,2014-11-28,Andre eksterne omkostninger omfatter omkostninger til administration.,26390745.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for EVK Holding ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for EVK Holding ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ejvind V. Kristensen,Ejvind V. Kristensen,Nykredit,EVK Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2014-06-30,2013-07-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:13247410,indberetninger-20180424,2.5122902000000003,26390745.0,,2018-04-01T01:38:30.668Z,2014-12-01T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-304.912,2014-12-01T23:00:00.000Z,,,,,,,,,,,,,96600.0,96600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
